,node_id,name,alias,concept_class,prop_id,definition_text
200,23837,word identification,,,tsk_4a57abb949f4a,"is the process of determining the pronunciation and some degree of meaning of an unknown word. Note: Word- identification skills commonly taught are phonic analysis, structural analysis, context clues, configuration clues, dictionary skills, and sometimes picture clues.
"
201,23838,Cambridge Gambling Task,CGT,,trm_4d54b2cc0f943,"Participants see ten boxes at the top of a screen, each of which is red or blue in some ratio. Under one of these boxes is a token, and participants must guess whether the token is under red or blue. On a gambling trial, participants can select some proportion of their allotted points to bet on their judgement."
202,23839,Probabilistic gambling task,,,trm_4d54b61a14a14,"Two cards are drawn without replacement from a deck containing cards numbered from one to ten (one of each). After the first card is presented, participants bet whether the next card will be higher or lower than the first card. Thus there is maximal risk when the first card is five or six, zero risk when it is ten or one. 

In later version of the task participants bet on whether the second card will be higher or lower before seeing the first card."
203,23840,behavioral investment allocation strategy,BIAS,,trm_4d54b8361e93e,"On each trial, participants choose between two stocks (gain/loss gambles, one stochastically dominating the other) and one bond (a sure gain of $1). They must learn through trial-and-error the characteristics of the stocks, which change over blocks of trials. Feedback on payoffs of the forgone options is presented on each trial. "
204,23841,non-choice task,non-choice task to study expected value and uncertainty,,trm_4d55997cd3edb,"Each of 12 stimuli (circles of different colors, numbers and sizes) is associated with a different reward magnitude and probability. These include all combinations of (100 and 200) point rewards with (0, 0.25, 0.5, 0.75 and 1) probabilities, plus 300 and 400 rewards with 0.5 probability. Participants are first trained to learn the probabilities and outcomes associated with each stimulus. Next, on each trial, a stimulus appears in one of four quadrants of the screen, and participants indicate which quadrant using a button press."
205,23842,balloon analogue risk task,BART,,trm_4d559bcd67c18,"On each trial, participants pump a simulated balloon without knowing when it will explode. Each pump increases the potential reward to be gained but also the probability of explosion, which wipes out all potential gains for that trial. In most studies, balloon explosion probabilities are drawn from a uniform distribution, and participants must learn explosion probabilities through trial-and-error."
206,23843,devil's task,Slovic&#39;s risk task,,trm_4d559d2703bae,"This task is a forerunner to the BART: on each trial, participants decide howmany of seven treasure chests to open. They are informed that six boxes contain a prize and one box contains a âdevilâ that will cause themto lose all their potential gains on that trial. Similar to the BART, participants make sequential choices and, after opening each chest, decide whether to continue to the next chest or cash in their earnings to that point."
207,23844,choice task between risky and non-risky options,,,trm_4d55a2bbcfdff,a choice made between two or more options when one of those options has some probability >0 of producing either a reinforcing or an aversive consequence
208,23845,inductive reasoning aptitude,,,trm_4d8a48e403c78,"how well a person can identify a pattern in data
"
209,23846,rhyme verification task,"rhyming judgment task, rhyming task, rhyme task, rhyme judgment task, rhyme decision task, rhyming decision task",,trm_4d949c5b0e380,Stimuli are presented in pairs (either words or pseudowords) and the subject is asked to judge whether the pair of stimuli rhyme with one another.
210,23847,attention networks test,"ANT, Attentional Network Task",,trm_4da6304c9aa23,"a combination of the Posner cueing paradigm and the Eriksen flanker test, the ANT presents participants with a target item (>) surrounded by congruent (> > > > >), neutral (- - > - -), or incongruent flanker stimuli. Stimulus presentation is preceded by different cue conditions and the participant is instructed to identify the target stimulus."
211,23848,remember/know task,,,trm_4da63146f12d7,No definition submitted yet.
212,23849,probabilistic reversal learning task,,,trm_4da6318f7381b,"participants learn to respond according to the opposite, previously irrelevant, stimulus-reward pairing, often in a visual discrimination task"
213,23850,counting Stroop task,,,trm_4da631be60291,participants count the number of words in a display of words describing numbers (e.g. &#34;three&#34;)
214,23851,scene recognition task,,,trm_4da6327154fd4,subjects are shown a scene and must later decide whether views from different vantage points are of the same scene
215,23852,California Verbal Learning Test,,,trm_4da6331cdeeb5,No definition submitted yet.
216,23853,Wechsler Intelligence Scale for Children - Revised,"WISC, WISC-IV",,trm_4da6338803ed2,"The WISC-IV comprises Picture Concepts, Letter-Number Sequencing, Matrix Reasoning and two supplemental tests: Cancellation and Word Reasoning."
217,23854,word fluency test,,,trm_4da633dbb5817,No definition submitted yet.
218,23855,Color Trails Test,CTT,,trm_4da633fe917c4,"Designed to be a culturally fair analog of the trail making test (TMT), the CTT presents numbered colored circles and universal sign language symbols. The participant is required to alternate between the number and color sequences in completing the task."
219,23856,dual-task paradigm,,,trm_4da634216ebbc,participant performs two tasks simultaneously
220,23857,item recognition task,,,trm_4da869646e5d1,"participants view a series of items (e.g. pictures or words) and after some interval are shown a series including these, during which they specify what items they recognize"
221,23858,memory span test,,,trm_4da869e68b5c4,No definition submitted yet.
222,23859,complex span test,,,trm_4da86ad02b3ea,"a test in which participants must not only memorize items, but must perform an additional cognitive task (e.g. &#34;2 + 2 = 5; A&#34; in which the equation must be evaluated for whether it is true and the letter following must be memorized)"
223,23860,spatial span test,(SSP),,trm_4da86b539924c,"part of the Weschler Adult Intelligence Scale and Cambridge Neuropsychological Test Automated Battery, it is an analog to a digit span task. White squares are shown, some of which briefly change colour in a variable sequence. The participant must then touch the boxes which changed colour in the same order that they were displayed by the computer (for clinical mode) or in the reverse order (for reverse mode). The number of boxes increases from 2 at the start of the test to 9 at the end, and the sequence and colour are varied through the test."
224,23861,dot pattern expectancy task,DPX,,trm_4da86c2a70a7d,"descendant of the expectancy AX task, participant views a combination of simple dot formations as cues and probes; for example, &#34;.:.&#34; may be a target probe, but should only be responded to if preceded by the cue &#34;:&#34; rather than &#34;..&#34; or any other formation."
225,23862,Cattell's Culture Fair Intelligence Test,"CCFIT, CFIT",,trm_4da86c6808ddd,"a test of intelligence which Raymond Cattell subdivided into &#34;fluid,&#34; or inherited, and &#34;crystallized,&#34; or learned, designed to minimize the influence of cultural experiences"
226,23863,letter comparison task,,,trm_4da86c8bb3b04,participant views two rows of consonants and must indicate as quickly as possible whether these rows are identical
227,23864,pattern comparison task,NIH Toolbox Pattern Comparison Processing Speed Test,,trm_4da86cb034ff6,"This test measures speed of processing by asking participants to discern whether two sideby-side pictures are the same or not. The items are presented one pair at a time on the computer screen, and the participant is given 90 seconds to respond to as many items as possible (up to a maximum of 130). The items are designed to be simple so as to most purely measure processing speed."
228,23865,test of variables of attention,T.O.V.A.,,trm_4da86cdbd9eeb,"a target detection task subtype, the T.O.V.A. uses geometric shapes as both target and distractor stimuli"
229,23866,sustained attention to response task,SART,,trm_4da86cfe8cf1b,participants are to respond to frequent neutral signals and are required to withhold response to rare critical signals
230,23867,matching familiar figures test,MFFT,,trm_4da87b8bf1511,"participants are shown an image of a familiar object and several comparison images of that object, one of which is identical and the others of which are slightly different; the participant is to select the identical image"
231,23868,Tower of London,ToL,,trm_4da87e439c411,"participant must rearrange a set of three colored balls arranged on pegs, in the fewest possible moves, to match a specified configuration"
232,23869,Tower of Hanoi,ToH,,trm_4da87e7282f92,"participants see discs of various sizes distributed among three pegs and must organize them in a stack of decreasing size upward with specific constraints (i.e. only one disk can be moved at a time, each disk must be placed on one of the pegs, and a larger disk can never be placed on top
of a smaller disk)"
233,23870,dichotic listening task,,,trm_4da87e9c79847,"participants are asked to attend to one or both channels of different, sometimes disparate, stimuli played simultaneously through a headset"
234,23871,directed forgetting task,,,trm_4da87f383435b,"subjects are instructed halfway through an incidental or intentional learning task that they should forget what had been presented so far because it was just practice, but after learning is complete are asked to recall the entirety of the learning task (e.g. a list of words)"
235,23872,retrieval-induced forgetting task,,,trm_4da87f81bc2c8,No definition submitted yet.
236,23873,Paced Auditory Serial Addition Test,PASAT,,trm_4da87fb28978e,Participant is presented with a series of single digit numbers and are instructed to sum the two most recent digits.
237,23874,Porteus maze test,,,trm_4da87fdd7820e,participants must trace a path untimed through mazes of increasing complexity without backtracking or lifting their pencil
238,23875,Rey-Ostereith Complex Figure Test,,,trm_4da880396c76b,No definition submitted yet.
239,23876,Cambridge Neuropsychological Test Automated Battery ,,,trm_4da880ff8fd4a,"is a computer-based cognitive assessment system consisting of a battery of neuropsychological tests, administered to subjects using a touch screen computer. The 22 tests in CANTAB examine various areas of cognitive function, including:

    * general memory and learning,
    * working memory and executive function,
    * visual memory,
    * attention and reaction time (RT),
    * semantic/verbal memory,
    * decision making and response control.

The CANTAB endeavours to import the accuracy and rigour of computerised psychological testing whilst retaining the wide range of ability measures demanded of a neuropsychological battery. It is suitable for young and old subjects, and aims to be culture and language independent through the use of non-verbal stimuli in the majority of the tests."
240,23877,Corsi Blocks,,,trm_4da881dace79c,"was developed in the early 1970s as a visuospatial counterpart to the verbal-memory span task (Milner, 1971). Over the years, it has frequently been used to assess visuospatial short-term memory performance in adults (e.g. Smyth & Scholey, 1992), children (e.g. Orsini, Schiappa, & Grossi, 1981), and patients with neuropsychological deficits (e.g. Vilkki & Holst, 1989). 

The original Corsi apparatus consisted of a set of nine identical blocks (3 X 3 X 3 cm) irregularly positioned on a wooden board (23 X 28 cm). The experimenter points to a series of blocks at a rate of one block per second. Subsequently, the participant is required to point to the same blocks in their order of presentation. The length of the block sequences increases until recall is no longer correct. 

Numerous variations have since been employed in both display characteristics (e.g. colour, number and size of the blocks, block placement, size of the board) and test administration (e.g. presentation rate, block sequences, recall order, scoring technique) (for a review, see Berch, Krikorian, & Huha, 1998)."
241,23878,Visual Patterns Test,,,trm_4da886fc2bc46,"is a measure of short term visual memory that has been designed for use both as a clinical tool and a research instrument.  In the VPT, the subject is presented with matrix patterns of black and white squares in grids of varying size and required to memorize a series of black and white checkerboard-like patterns of increasing complexity. Such matrix patterns are virtually impossible to code verbally."
242,23879,Rivermead Behavioural Memory Test,,,trm_4da8885b33375,comprises a number of subtests focused on providing objective measures of everyday memory performance in people with observed and/or reported memory difficulties.
243,23880,paired associate learning,"associative learning task, (PAL)",,trm_4da88a2a63d97,"was invented by Mary Whiton Calkins in 1894 and involves the pairing of two items (usually words)âa stimulus and a response. For example, words such as calendar (stimulus) and shoe (response) may be paired, and when the learner is prompted with the stimulus, he responds with the appropriate word (shoe)."
244,23881,vigilance,sustained attention task,,trm_4da88a8e13f26,No definition submitted yet.
245,23882,Rey Auditory Verbal Learning Task,NIH Toolbox Auditory Verbal Learning Test,,trm_4da88ae0f2952,"The Rey is a word-list learning task in which 15 unrelated words are presented orally (usually via audio recording) over three consecutive learning trials. After each presentation, the participant is asked to recall as many of the words as he/she can. The Rey is one of the most widely studied measures of memory and has been used in different languages, cultures and ethnic groups around the world. The test can be administered as a supplement to the PSMT for even more detailed study of episodic memory, or as an accommodation in place of PSMT for those with significant visual impairment."
246,23883,nonword repetition task,,,trm_4da88b17b985b,participant is instructed to repeat after each nonword (i.e. phoneme or series of phonemes) spoken in a recording
247,23884,response mapping task,,,trm_4da88b3b0cbcc,No definition submitted yet.
248,23885,pursuit rotor task,,,trm_4da88b63787d6,"The pursuit rotor task is a task used in common use in the mid 20th century which involved a participant trying to follow (pursue) a small disc on a rotating turntable. Original mechanical versions had typical rotation rates of 60 RPM, which is probably too fast for mouse-controlled versions. The PEBL version offers a simple version with multiple trials and controllable parameters that can be used as a test of hand-eye coordination. "
249,23886,alternating runs paradigm,,,trm_4da88b8b60ffb,A type of task-switching paradigm in which two different tasks are presented in alternating runs or blocks
250,23887,object alternation task,,,trm_4da88bb3c2462,"the participant is to locate a target under one of two objects, and the object it is located under changes each time the target is found"
251,23888,animal naming task,,,trm_4da88bd4412da,"animals are presented, usually pictorially, and participants are asked to name them aloud"
252,23889,CatBat task,,,trm_4da88bff0507c,"participants are asked to fill in missing letters in a written short story; the first half describes contexts for which &#34;c&#34; would most appropriately complete &#34;_at,&#34; while the second half describes contexts for which &#34;b&#34; would most appropriately complete &#34;_at.&#34; "
253,23890,haptic illusion task,tactile illusion,,trm_4da88c205b16b,cognitive and physiological measures are taken while participant experiences a tactile illusion
254,23891,Brixton spatial anticipation test,,,trm_4da88c5302e06,No definition submitted yet.
255,23892,Hayling sentence completion test,,,trm_4da88c904862b,"Participants are given the beginnings of sentences to complete. The sentences appear to have expected answers. In the first condition, participants must complete the sentence with a/the word that makes sense. In the second condition, participants are asked to complete sentences by saying semantically unrelated words, thereby making the sentence nonsensical."
256,23893,NIH Toolbox Picture Sequence Memory Test,"PSMT, picture set test",,trm_4da88cb222308,"The Picture Sequence Memory Test involves recalling increasingly lengthy series of illustrated objects and activities that are presented in a particular order on the computer screen, with corresponding audiorecorded phrases played. The participants are asked to recall the sequence of pictures demonstrated over two learning trials; sequence length varies from 6-18 pictures, depending on age. Participants are given credit for each adjacent pair of pictures they correctly place (i.e., if pictures in locations 7 and 8 are placed in that order and adjacent to each other anywhere, such as slots 1 and 2, one point is awarded), up to the maximum value for the sequence, which is one less than the sequence length. (That is, if 18 pictures are in the sequence, the maximum score is 17 â the number of adjacent pairs of pictures 
that exist). "
257,23894,Uznadze haptic illusion task,,,trm_4da88ec6735ad,"Two spheres of different sizes are repeatedly placed in participants&#39; hands, and they are asked to compare the sizes; upon the final presentation these are replaced with identically sized spheres."
258,23895,emotional regulation task,,,trm_4da890594742a,participant completes task that induces emotional conflict while behavioral and/or physiological data is collected
259,23896,digit cancellation task,,,trm_4da89077f19ae,"a descendant of the Lifshitz distractibility test, participants are instructed to cross out particular digits in an array, either with or without an auditory distractor of numbers read aloud"
260,23897,zoo map test,,,trm_4da89089ce0af, a planning subtask derived from the Behavioural Assessment of the Dysexecutive Syndrome test battery in which participants must plan in advance a route for visiting particular sites in a zoo
261,23898,Morris water maze,"MWM, Morris water task, Morris water navigation",,trm_4da890a9bd7a3,"an open-field water-maze procedure in which rats learn to escape from opaque water onto a hidden platform, used to examine how rodents navigate in the absence of spatial cues"
262,23899,Stockings of Cambridge Task,(SOC),,trm_4da890cf99b9e,"&#34;The participant is shown two displays containing three coloured balls. The displays are presented in such a way that they can easily be perceived as stacks of coloured balls held in stockings or socks suspended from a beam. The participant must use the balls in the lower display to copy the pattern shown in the upper display. The balls may be moved one at a time by touching the required ball, then touching the position to which it should be moved.&#34;"
263,23900,Glasgow Coma Scale,,,trm_4da890f978492,"is a neurological scale that aims to give a reliable, objective way of recording the conscious state of a person for initial as well as subsequent assessment. A patient is assessed against the criteria of the scale, and the resulting points give a patient score between 3 (indicating deep unconsciousness) and either 14 (original scale) or 15 (the more widely used modified or revised scale)."
264,23901,Early Social and Communication Scales,ESCS,,trm_4da8911e715e3,"a 15â20 min videotaped, structured social observational measure designed to assess children&#39;s use of eye contact and gestures to regulate and respond to social interactions"
265,23902,Reynell Developmental Language Scales,,,trm_4da8914987ee2,"The Reynell Developmental Language Scales measures language skills in young or developmentally delayed children.  The scales include 1) verbal comprehension scale to assess receptive language skills, and 2) expressive language scale to assess expressive language skills."
266,23903,MacArthur Communicative Development Inventories,CDIs,,trm_4da891794859f,"a parent-report measure of language development in children between 8 and 30 months of age. The infant (8-16 months) form comprises vocabulary checklists, actions, and gestures, while the toddler (16-30 months) form comprises vocabulary, sentences, and grammar."
267,23904,autism diagnostic observation schedule,ADOS,,trm_4da891a546d8c,Series of structured and semi-structured tasks that involve social interaction between the examiner and the subject.  Subject is given opportunities to exhibit social and communication behaviors relevant to autism.
268,23905,modified Erickson Scale of Communication Attitudes,S24,,trm_4da891d43240c,"a questionnaire designed to understand how the participant feels about communication, often used in speech therapy"
269,23906,delayed response task,,,trm_4dadbdd0b2b8c,No definition submitted yet.
270,23907,spatial delayed response task,"SDR, oculo-motor delayed response, OMDR",,trm_4dadbe225bdf1,"subjects focus on a fixation cross while a dot-shaped cue appears elsewhere on the screen; after this the fixation cross is replaced by several geometric shapes, one of which the participant must respond to, and when the fixation cross appears again the participant must indicate where the cue had appeared."
271,23908,picture-word Stroop test,PWST,,trm_4dadbfd771a54,participants view line drawings of commons objects paired with either congruent or incongruent names thereof (e.g. a drawing of an umbrella with the word &#34;BALLOON&#34; or &#34;UMBRELLA&#34; above it)
272,23909,synchrony judgment task,"simultaneity judgment task, SJ",,trm_4e31d031bc8c2,"Participants decide whether the unimodal cues to a crossmodal event (stimulus) were in temporal synchrony or not, i.e., whether they were &#34;in synch&#34; or &#34;out of synch&#34;."
273,23910,position of gap match task,,,trm_4fbd2b6fd33c5,participants judge whether two objects presented side-by-side have a gap in the same position
274,23911,length match task,,,trm_4fbd2b16e7aff,part of the BIrmingham Object Recognition Battery; participants judge whether two objects presented side-by-side are the same length
275,23912,temporal order judgment task,TOJ,,trm_4e31d69b7f422,"Participants decide which of two (or more) unimodal cues (e.g. audio or video) was presented first (or sometimes second) in a crossmodal stimulus. Alternatively, unimodal (auditory, visual or tactile) temporal order judgments generally involve deciding which of two spatial locations was presented first."
276,23913,immediate memory task,IMT,,trm_4fba857ad04ac,"a number between 2 and 7 digits is displayed for a brief period and is followed briefly by a blank screen, then another number to which participants respond only if it is identical to the first."
277,23914,heat stimulation,,,trm_4e550887d92de,A heat stimulus is applied to the skin and the participant rates the experienced sensation on a visual analogue scale
278,23915,heat sensitization/adaptation,"heat sensibilization / habituation, tonic stimulation model with continuous visual analogue scale",,trm_4e5662373bc89,A long (~ 30 seconds or more) heat stimulus is applied to the skin and the participant rates the experienced sensation continuously on a visual analogue scale
279,23916,rubber hand illusion,,,trm_4e5bb14d814a8,One hand is occluded from sight and an artificial hand is lying in front of the participant. Synchronious paint brush strokes are applied to the same fingers of the occluded hand and the artificial hand. The participant rates the sense of ownership of the artificial hand on the Ownership Illusion Questionnaire or reports the felt position of his or her own hand against a ruler (proprioceptive drift).
280,23917,mechanical stimulation,Pin tip stimulation,,trm_4e5d07565b68e,A mechanical stimulus is applied to the skin and the participant rates the experienced sensation on a visual analogue scale.
281,23918,dual sensitization,tonic heat stimulation model,,trm_4e5e7ac84c2e5,"Heat stimuli below, at, and above pain threshold (PT; stimulation interval: 30 â 40 seconds) are applied to the skin and the participant gives continuous pain ratings on a visual analogue scale. "
282,23919,thermal grill illusion,Thunberg Illusion,,trm_4e5fcd75efb58,Innocuous warm and cool bars that are spatially interlaced are applied together to the skin and produce a painful burning sensation. The participant rates the experienced sensation.
283,23920,tonic pain stimulation,,,trm_4e6112759926e,"A long pain stimulus (usually more than 20 seconds) is applied to the skin and the participant gives continuous ratings on a visual analogue scale. Pain can be induced with thermal (hot/cold), electrical, chemical or mechanical stimuli."
284,23921,phasic pain stimulation,,,trm_4e6114e7b1ff2,"A short pain stimulus (usually up to 3 seconds) is applied to the skin and the participant rates the stimulus on a visual analogue scale. Pain can be induced with thermal (hot/cold), electrical or mechanical stimuli."
285,23922,cold stimulation ,,,trm_4e664d3718e1b,A noxious cold stimulus is applied to the skin and the participant rates the experienced sensation on a visual analogue scale.
286,23923,electric stimulation,,,trm_4e68e08950157,An electric stimulus is applied to the skin and the participant rates the perceived pain on a visual analogue scale.
287,23924,capsaicin-evoked pain,,,trm_4e6a2f61b17b0,"Capsaicin, the active ingredient of chili peppers, is injected intradermally into the skin and participants rate the experienced sensation on a rating scale."
288,23925,cold pressor test,,,trm_4e6a44ee854f8,The hand or foot is immersed into a bowl of iced water and participants report their sensation from first clear pain to unbearable pain on a scale.
289,23926,sequential shape matching,,,trm_4e8a0dd29ec7b,"Participants are shown an object for a fixed period. After an interstimulus interval, typically with no intervening object presentations, a second object is presented. The second object is either the same or a different object. Typically, at least one other factor is manipulated. For example, the object may be presented from different viewpoints at each presentation."
290,23927,deterministic classification,,,trm_4e8dd3831f0cc,"Is a feedback-driven learning task in which participants classify stimuli into different categories.  A common version of this task is the &#34;weather prediction task.&#34;
"
291,23928,mixed event-related probe,,,trm_4e8dd3dfd9fff,"When an experimental run consists of blocks of two or more related behavioral tasks.  For example, a mixed event-related probe in a classification learning experiment can consist of alternating blocks of probabilistic classification trials and deterministic classification trials."
292,23929,intermodal preferential looking paradigm,"IPL, IPLP",,trm_4eb1f3a8ec119,"Infants are trained to associate an image with a linguistic (often a nonsense word) cue and, during testing, hear this auditory cue and see its paired image next to a novel image. If the infant demonstrates a significant preference for the cue-paired word, this is considered evidence for the capacity for word learning."
293,23930,tone counting,tone-counting,,trm_4ebc6a6b75ebf,A task in which a participant needs to count and remember the number of specific tones presented in an experimental run.
294,23931,single-task weather prediction ,single task weather prediction ,,trm_4ebc728326a13,"is a feedback driven classification learning task in which a subject is presented with a stimuli (ex-geometric shapes) and has to classify them into one of two categories (ex-rainy or sunny weather), and then receives feedback on if the response was correct or incorrect.  This may or may not be presented with other stimuli (ex-tones of different frequencies), but the goal of the task is to only pay attention the the classification task at hand. 
"
295,23932,dual-task weather prediction,dual task weather prediction,,trm_4ebc98cc77e7b,"A task in which a subject must attend and respond to two different tasks contained in one experimental run; one task is a feedback driven classification learning task in which a subject is presented with a stimuli (ex-geometric shapes) and has to classify them into one of two categories (ex-rainy or sunny weather), and then receives feedback on whether the response was correct or incorrect.  The other task requires the subject to listen to different tones and count the number of a specific tone."
296,23933,classification probe without feedback,,,trm_4ebc9d2e397f2,is preformed after receiving training in the classification learning task.  It is similar to the classification learning task but in this task the subject does not receive feedback.
297,23934,abstract/concrete judgment: bilingual,,,trm_4ebd44cd88360,"Task in which subjects are presented with words that are either abstract or concrete nouns, and decide for each term whether it is abstract or concrete."
298,23935,object n-back,,,trm_4ebd477ab5a11,An n-back task in which the stimuli are images of visual objects.
299,23936,object one-back task,,,trm_4ebd47b8bab6b,A one-back task in which the stimuli are images of visual objects
300,23937,word one-back task,,,trm_4ebd482eba5b1,A one-back task on which subjects are presented with words or word-like stimuli
301,23938,monetary incentive delay task,"MID, monetary incentive delay (mid) task",,trm_4f23fc8c42d28,task in which subject makes a response within a time window and is potentially rewarded for the response depending on their reaction time
302,23939,semantic decision task,,,trm_4f240cb09f8e5,A task in which a subject makes a decision about the meaning of a stimulus.
303,23940,covert naming task,covert production task,,trm_4f240d346320c,A task in which subjects name a stimulus silently
304,23941,semantic relatedness task,,,trm_4f240d7664628,A task in which subjects judge whether a set of stimuli are related by meaning.
305,23942,auditory temporal discrimination task,,,trm_4f240e7f989f8,A task in which the subject discriminates auditory stimuli based on temporal characteristics.
306,23943,mental imagery task,imagery task,,trm_4f240edf92865,A task in which subjects create mental images
307,23944,verbal fluency task,,,trm_4f240f1c740da,A test of the ability to verbally produce words.
308,23945,word comprehension task,,,trm_4f240fbdf1601,A task that measures the comprehension of word meaning.
309,23946,letter case judgment task,case judgment task,,trm_4f241001dfcee,A task in which the subject decides whether letters are uppercase or lowercase.
310,23947,visually guided saccade task,,,trm_4f24108555294,A task in which subjects make visually guided eye movements.
311,23948,categorization task,,,trm_4f24112057e90,Task in which a subject classifies stimuli into one of a set of categories
312,23949,navigation task,,,trm_4f241173868a3,A task in which the subject navigates a spatial layout.
313,23950,recall test,,,trm_4f2411c91ae5e,A test in which the subject is asked to produce a list of previously studied items.
314,23951,abstract/concrete task,abstract/concrete judgment,,trm_4f24126c22011,A task in which subjects decide whether words are abstract or concrete.
315,23952,semantic classification task,semantic categorization task,,trm_4f2412d4c3b88,A task in which the subject classifies stimuli based on meaning; the detection and classification of semantic relationships between worlds
316,23953,problem solving task,,,trm_4f241325579c6,A task in which subjects must solve a conceptual problem.
317,23954,spelling task,,,trm_4f24135453d65,A task in which subjects are asked to spell words.
318,23955,instrumental learning task,"instrumental conditioning task, operant task",,trm_4f2414059baa8,A task in which a subject learns to respond through rewards.
319,23956,phonetic discrimination task,,,trm_4f2414a1bab77,A task in which the subject discriminates stimuli based on phonetic features.
320,23957,logical reasoning task,"Baddeley&#39;s logical reasoning task, Baddeley&#39;s grammatical transformation task",,trm_4f24154867d84,Over 32 trials participants see a phrase (e.g. &#34;A precedes B&#34;) and a letter sequence (e.g. &#34;AB&#34;) and must evaluate the relationship as true or false.
321,23958,attention switching task,"(AST), switching task",,trm_4f241614d4a25,"A paradigm requiring subjects to switch between performing multiple different individual tasks. AST is a test of the participantâs ability to switch attention between the direction or location of an arrow on screen. This test is a sensitive measure of frontal lobe and âexecutiveâ dysfunction. The test begins with an arrow in the centre of the screen which points either to the left or to the right. The participant is introduced to two buttons, one on the left and one on the right, and is asked to press a button corresponding to the direction in which the arrow is pointing.

After this initial training, the participant is then told that the arrow might appear on the left or the right side of the screen, and depending on the cue given at the top of the screen, the participant must either press  the left or right button to indicate on which side of the screen the arrow is displayed, or else press the left or right button to correspond with the direction in which the arrow is pointing."
322,23959,mental arithmetic task,,,trm_4f24179122380,A task  in which the subject performs arithmetic computations without an external means of recording their work.
323,23960,random number generation task,,,trm_4f2417d4a63ae,A task in which the subject generates a series of random numbers.
324,23961,verb generation task,,,trm_4f24183fe80c6,A task in which subjects are presented with nouns and generate an associated verb.
325,23962,cyberball task,cyberball social exclusion task,,trm_4f24189031a4a,"A task in which subjects view a set of balls interacting in game.  At some point one of the balls is excluded from the game, simulating social exclusion."
326,23963,conjunction search task,,,trm_4f24194bce29f,A task that requires the subject to search for a stimulus defined by a combination of visual features.
327,23964,multisource interference task,MSIT,,trm_4f2419c4a1646,a task in which the subject must resolve multiple sources of interference
328,23965,mentalizing task,,,trm_4f241ab50513b,"a task in which the participant is asked to reï¬ect on their own and other people&#39;s thoughts and feelings and the causes thereof, often by describing characters in stories or placing themselves in characters&#39; places"
329,23966,copying task,,,trm_4fbd2ac1cd035,patients/participants copy pictures or geometric objects
330,23967,semantic task,,,trm_4f241b50caaf7,Any task that requires subjects to process the meaning of stimuli
331,23968,phonological task,,,trm_4f241b751c5a0,Any task that requires the subject to process the sound structure of words.
332,23969,semantic fluency task,,,trm_4f241bd52b509,"participants generate words to a given category (e.g. animals, foods)"
333,23970,phonemic fluency task,,,trm_4f241be43458e,participants are to name as many words starting with a specified letter as possible in a given time interval
334,23971,semantic memory task,,,trm_4f241c0737cc0,A task requiring the subject to use knowledge retrieved from semantic memory.
335,23972,serial reaction time task,"SRT, serial response time task, SRTT",,trm_4f241c735e7f6,None
336,23973,gender discrimination task,"gender judgment task, gender decision task",,trm_4f241c8d4a75c,participant is shown series of photos either of people in portraits or in scenes and asked to determine their gender
337,23974,global-local task,"Navon figure task, Navon letters task",,trm_4f241d7adf14e,"participants view a stimulus composed of a large character (global) composed of smaller characters (local), e.g. a large &#34;T&#34; formed by an assembly of smaller letters"
338,23975,sentence-picture matching task,,,trm_4f241e8a01052,participants listen to a sentence and must select from several images the one that correspond to the sentence
339,23976,word-picture matching task,picture-word matching task,,trm_4f241ee9c4e37,None
340,23977,recency judgment task,,,trm_4f241fb95918f,"participants are presented with two lists of words, then (after a brief reasoning test) tested to recall whether a given word had appeared on the first or the second list presented"
341,23978,passive avoidance task,inactive avoidance task,,trm_4f241fd47f16b,"in animal models, aversion to an avoidable part of an apparatus is conditioned, and the animal is later tested for whether it will enter this area."
342,23979,fame judgment task,,,trm_4f241fe40a950,participants are exposed to a list composed of famous and nonfamous names and then tested for recollection of which names are famous
343,23980,Cambridge risk task,,,trm_4f242042e5805,"participant predicts which of two mutually exclusive outcomes will occur, but critically, the larger reward (and penalty) is associated with choice of the least likely outcome, whereas the smallest reward (and penalty) is associated with choice of the most likely outcome"
344,23981,reappraisal task,,,trm_4f2420b042165,participants regulate their emotional states using cognitive strategies
345,23982,Raven's Advanced Progressive Matrices,RAPM,,trm_4f24211a03b07,None
346,23983,updating task,,,trm_4f242172aea5d,"participants are presented with lists of X items and be required to recall the N most recent; this means that the participant must hold in memory the first N items and, if X > N, update the contents of memory by dropping initial for most recent items"
347,23984,face working memory task,face wm task,,trm_4f2421a62cdf8,"a brief presentation of a face is followed by a delay during which participants are instructed to keep an image of the face in mind, followed by a test face they indicate to match or not to match the initial face"
348,23985,object working memory task,object wm task,,trm_4f2421c391b83,participants view a sequence of simple objects and after a short delay are instructed to name them in either a forward or backward sequence
349,23986,Fitts task,"Fitts&#39; task, Fitts tapping task",,trm_4f24226fa2903,"any task requiring a rapid, aimed movement to acquire a target, the time of which is measured and, according to Fitts&#39; law, is generally inversely proportionate to distance required and target size"
350,23987,general knowledge task,,,trm_4f24237f2ed47,"participants are asked to either assess a statement (e.g. &#34;Doctors go through extensive training,&#34;) or provide simple answers to questions (e.g. &#34;What color are emeralds?&#34; about the world"
351,23988,short-term memory task,STM task,,trm_4f24239cc239e,None
