,node_id,name,citation_pmid,prop_id,citation_type,citation_source,citation_authors,citation_pubdate,citation_comment,citation_url,citation_desc
220,30632,,15070770,,CT2,PubMed API,"Greicius MD, Srivastava G, Reiss AL, Menon V",2004 Mar 30,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15070770&retmode=ref&cmd=prlinks,Default-mode network activity distinguishes Alzheimer&#39;s disease from healthy aging: evidence from functional MRI.
221,30633,,17260380,,CT2,PubMed API,"Parkes LM, de Lange FP, Fries P, Toni I, Norris DG",2007 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17260380&retmode=ref&cmd=prlinks,Inability to directly detect magnetic field changes associated with neuronal activity.
222,30634,,20155557,,CT2,PubMed API,"Taconnat L, Baudouin A, Fay S, Raz N, Bouazzaoui B, El-Hage W, Isingrini M, Ergis AM",2010 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20155557&retmode=ref&cmd=prlinks,Episodic memory and organizational strategy in free recall in unipolar depression: the role of cognitive support and executive functions.
223,30635,,21262248,,CT2,PubMed API,"Zoladz PR, Clark B, Warnecke A, Smith L, Tabar J, Talbot JN",2011 Jul 6,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21262248&retmode=ref&cmd=prlinks,"Pre-learning stress differentially affects long-term memory for emotional words, depending on temporal proximity to the learning experience."
224,30636,,21156864,,CT2,PubMed API,"Zaromb FM, Roediger HL 3rd",2010 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21156864&retmode=ref&cmd=prlinks,The testing effect in free recall is associated with enhanced organizational processes.
225,30637,,9559953,,CT2,PubMed API,"Kiefer M, Marzinzik F, Weisbrod M, Scherg M, Spitzer M",1998 Mar 9,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9559953&retmode=ref&cmd=prlinks,The time course of brain activations during response inhibition: evidence from event-related potentials in a go/no go task.
226,30638,,21610544,,CT2,PubMed API,"Degabriele R, Lagopoulos J, Ward PB",2011 May 21,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21610544&retmode=ref&cmd=prlinks,Event-related potential correlates of inhibition in bipolar disorder.
227,30639,,21565360,,CT2,PubMed API,"Moret-Tatay C, Perea M",2011 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21565360&retmode=ref&cmd=prlinks,Is the go/no-go lexical decision task preferable to the yes/no task with developing readers?
228,30640,,21584628,,CT2,PubMed API,"Valyear KF, Chapman CS, Gallivan JP, Mark RS, Culham JC",2011 May 17,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21584628&retmode=ref&cmd=prlinks,To use or to move: goal-set modulates priming when grasping real tools.
229,30641,,11728315,,CT2,PubMed API,"Milner AD, Dijkerman HC, Pisella L, McIntosh RD, Tilikete C, Vighetto A, Rossetti Y",2001 Nov 27,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11728315&retmode=ref&cmd=prlinks,Grasping the past. delay can improve visuomotor performance.
230,30642,,20603057,,CT2,PubMed API,"Birch EE, Cheng C, Vu C, Stager DR Jr",2010 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20603057&retmode=ref&cmd=prlinks,Oral reading after treatment of dense congenital unilateral cataract.
231,30643,,18708179,,CT2,PubMed API,"Repka MX, Kraker RT, Beck RW, Cotter SA, Holmes JM, Arnold RW, Astle WF, Sala NA, Tien DR, Pediatric Eye Disease Investigator Group",2008 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18708179&retmode=ref&cmd=prlinks,Monocular oral reading performance after amblyopia treatment in children.
232,30644,,14591258,,CT2,PubMed API,"Fitz AG, Conrad PM, Hom DL, Sarff PL, Majovski LV",1992,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14591258&retmode=ref&cmd=prlinks,Hooper Visual Organization Test performance in lateralized brain injury.
233,30645,,16571517,,CT2,PubMed API,"Jolliffe T, Baron-Cohen S",2001 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16571517&retmode=ref&cmd=prlinks,A test of central coherence theory: can adults with high-functioning autism or Asperger syndrome integrate fragments of an object?
234,30646,,21625010,,CT2,PubMed API,"Lambrey S, Doeller C, Berthoz A, Burgess N",2011 May 30,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21625010&retmode=ref&cmd=prlinks,Imagining Being Somewhere Else: Neural Basis of Changing Perspective in Space.
235,30647,,18400678,,CT2,PubMed API,"Louis M, Guillot A, Maton S, Doyon J, Collet C",2008 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18400678&retmode=ref&cmd=prlinks,Effect of imagined movement speed on subsequent motor performance.
236,30648,,2029340,,CT2,PubMed API,"Decety J, Jeannerod M, Germain M, Pastene J",1991 Jan 31,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2029340&retmode=ref&cmd=prlinks,Vegetative response during imagined movement is proportional to mental effort.
237,30649,,7524211,,CT2,PubMed API,"Roland PE, GulyÃ¡s B",1994 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7524211&retmode=ref&cmd=prlinks,Visual imagery and visual representation.
238,30650,,7671661,,CT2,PubMed API,O&#39;Reilly AW,1995 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7671661&retmode=ref&cmd=prlinks,Using representations: comprehension and production of actions with imagined objects.
239,30651,,21526444,,CT2,PubMed API,"Gilbertson R, Boissoneault J, Prather R, Nixon SJ",2011 Apr 27,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21526444&retmode=ref&cmd=prlinks,Nicotine effects on immediate and delayed verbal memory after substance use detoxification.
240,30652,,21486518,,CT2,PubMed API,"Chapman RM, Mapstone M, Gardner MN, Sandoval TC, McCrary JW, Guillily MD, Reilly LA, Degrush E",2011 Apr 13,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21486518&retmode=ref&cmd=prlinks,Women have Farther to Fall: Gender Differences Between Normal Elderly and Alzheimer&#39;s Disease in Verbal Memory Engender Better Detection of Alzheimer&#39;s Disease in Women.
241,30653,,21630034,,CT2,PubMed API,"Luzzi S, Pesallaccia M, Fabi K, Muti M, Viticchi G, Provinciali L, Piccirilli M",2011 Jun 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21630034&retmode=ref&cmd=prlinks,Non-verbal memory measured by Rey-Osterrieth Complex Figure B: normative data.
242,30654,,17284557,,CT2,PubMed API,"Boron JB, Willis SL, Schaie KW",2007 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17284557&retmode=ref&cmd=prlinks,Cognitive training gain as a predictor of mental status.
243,30655,,15707621,,CT2,PubMed API,"Reverberi C, Lavaroni A, Gigli GL, Skrap M, Shallice T",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15707621&retmode=ref&cmd=prlinks,Specific impairments of rule induction in different frontal lobe subgroups.
244,30656,,17507586,,CT2,PubMed API,"Boron JB, Turiano NA, Willis SL, Schaie KW",2007 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17507586&retmode=ref&cmd=prlinks,Effects of cognitive training on change in accuracy in inductive reasoning ability.
245,30657,,18522062,,CT2,PubMed API,"GrÃ¼hn D, Scheibe S",2008 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18522062&retmode=ref&cmd=prlinks,Age-related differences in valence and arousal ratings of pictures from the International Affective Picture System (IAPS): do ratings become more extreme with age?
246,30658,,16629294,,CT2,PubMed API,"Mikels JA, Fredrickson BL, Larkin GR, Lindberg CM, Maglio SJ, Reuter-Lorenz PA",2005 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16629294&retmode=ref&cmd=prlinks,Emotional category data on images from the International Affective Picture System.
247,30659,,17695361,,CT2,PubMed API,"Libkuman TM, Otani H, Kern R, Viger SG, Novak N",2007 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17695361&retmode=ref&cmd=prlinks,Multidimensional normative ratings for the International Affective Picture System.
248,30660,,18628272,,CT2,PubMed API,"Murray GK, Cheng F, Clark L, Barnett JH, Blackwell AD, Fletcher PC, Robbins TW, Bullmore ET, Jones PB",2008 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18628272&retmode=ref&cmd=prlinks,Reinforcement and reversal learning in first-episode psychosis.
249,30661,,20849932,,CT2,PubMed API,"Burnham KE, Bannerman DM, Dawson LA, Southam E, Sharp T, Baxter MG",2010 Dec 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20849932&retmode=ref&cmd=prlinks,Fos expression in the brains of rats performing an attentional set-shifting task.
250,30662,,21332527,,CT2,PubMed API,"Goudriaan AE, Grekin ER, Sher KJ",2011 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21332527&retmode=ref&cmd=prlinks,Decision making and response inhibition as predictors of heavy alcohol use: a prospective study.
251,30663,,20883353,,CT2,PubMed API,Birch J,2010 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20883353&retmode=ref&cmd=prlinks,"Identification of red-green colour deficiency: sensitivity of the Ishihara and American Optical Company (Hard, Rand and Rittler) pseudo-isochromatic plates to identify slight anomalous trichromatism."
252,30664,,9390366,,CT2,PubMed API,Birch J,1997 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9390366&retmode=ref&cmd=prlinks,Efficiency of the Ishihara test for identifying red-green colour deficiency.
253,30665,,16168734,,CT2,PubMed API,"Rameckers EA, Smits-Engelsman BC, Duysens J",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16168734&retmode=ref&cmd=prlinks,Children with spastic hemiplegia are equally able as controls in maintaining a precise percentage of maximum force without visually monitoring their performance.
254,30666,,21188355,,CT2,PubMed API,"Hu X, Loncharich M, Newell KM",2011 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21188355&retmode=ref&cmd=prlinks,Visual information interacts with neuromuscular factors in the coordination of bimanual isometric force.
255,30667,,12195521,,CT2,PubMed API,"Milner TE, Dhaliwal SS",2002 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12195521&retmode=ref&cmd=prlinks,Activation of intrinsic and extrinsic finger muscles in relation to the fingertip force vector.
256,30668,,21549722,,CT2,PubMed API,"Conci M, TÃ¶llner T, Leszczynski M, MÃ¼ller HJ",2011 Apr 22,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21549722&retmode=ref&cmd=prlinks,The time-course of global and local attentional guidance in Kanizsa-figure detection.
257,30669,,20460133,,CT2,PubMed API,"Kogo N, Gool LV, Wagemans J",2010 Jul 9,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20460133&retmode=ref&cmd=prlinks,Linking depth to lightness and anchoring within the differentiation-integration formalism.
258,30670,,19633711,,CT2,PubMed API,"Noritake A, Uttl B, Terao M, Nagai M, Watanabe J, Yagi A",2009 Jul 27,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19633711&retmode=ref&cmd=prlinks,"Saccadic compression of rectangle and Kanizsa figures: now you see it, now you don&#39;t."
259,30671,,15716159,,CT2,PubMed API,"Senkowski D, RÃ¶ttger S, Grimm S, Foxe JJ, Herrmann CS",2005,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15716159&retmode=ref&cmd=prlinks,Kanizsa subjective figures capture visual spatial attention: evidence from electrophysiological and behavioral data.
260,30672,,16466426,,CT2,PubMed API,"Friedman NP, Miyake A, Corley RP, Young SE, Defries JC, Hewitt JK",2006 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16466426&retmode=ref&cmd=prlinks,Not all executive functions are related to intelligence.
261,30673,,16316723,,CT2,PubMed API,Dafters RI,2006 Jun 28,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16316723&retmode=ref&cmd=prlinks,Chronic ecstasy (MDMA) use is associated with deficits in task-switching but not inhibition or memory updating executive functions.
262,30674,,16707360,,CT2,PubMed API,"St Clair-Thompson HL, Gathercole SE",2006 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16707360&retmode=ref&cmd=prlinks,"Executive functions and achievements in school: Shifting, updating, inhibition, and working memory."
263,30675,,20798398,,CT2,PubMed API,"Altamirano LJ, Miyake A, Whitmer AJ",2010 Oct 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20798398&retmode=ref&cmd=prlinks,When mental inflexibility facilitates executive control: beneficial side effects of ruminative tendencies on goal maintenance.
264,30676,,20705744,,CT2,PubMed API,"Pence Turnbull KL, Bowles RP, Skibbe LE, Justice LM, Wiggins AK",2010 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20705744&retmode=ref&cmd=prlinks,Theoretical explanations for preschoolers&#39; lowercase alphabet knowledge.
265,30677,,20190871,,CT2,PubMed API,"Luo D, Chen G, Zen F, Murray B",2010 Jan 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20190871&retmode=ref&cmd=prlinks,Modeling Working Memory Tasks on the Item Level.
266,30678,,11771633,,CT2,PubMed API,"Donders J, Tulsky DS, Zhu J",2001 Nov,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11771633&retmode=ref&cmd=prlinks,Criterion validity of new WAIS-II subtest scores after traumatic brain injury.
267,30679,,10868248,,CT2,PubMed API,Crowe SF,2000 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=10868248&retmode=ref&cmd=prlinks,Does the letter number sequencing task measure anything more than digit span?
268,30680,,21507422,,CT2,PubMed API,"Brenders P, van Hell JG, Dijkstra T",2011 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21507422&retmode=ref&cmd=prlinks,Word recognition in child second language learners: Evidence from cognates and false friends.
269,30681,,19122740,,CT2,PubMed API,"Wagenmakers EJ, Ratcliff R, Gomez P, McKoon G",2008 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19122740&retmode=ref&cmd=prlinks,A Diffusion Model Account of Criterion Shifts in the Lexical Decision Task.
270,30682,,18459011,,CT2,PubMed API,"Levinthal BR, Morrow DG, Tu W, Wu J, Murray MD",2008 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18459011&retmode=ref&cmd=prlinks,Cognition and health literacy in patients with hypertension.
271,30683,,18545677,,CT2,PubMed API,"Marton K, Kelmenson L, Pinkhasova M",2007,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18545677&retmode=ref&cmd=prlinks,Inhibition control and working memory capacity in children with SLI.
272,30684,,15499879,,CT2,PubMed API,"Swanson HL, Sachse-Lee C",2001 May-Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15499879&retmode=ref&cmd=prlinks,A subgroup analysis of working memory in children with reading disabilities: domain-general or domain-specific deficiency?
273,30685,,20161807,,CT2,PubMed API,"Thevarajah D, Webb R, Ferrall C, Dorris MC",2010 Feb 8,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=20161807&retmode=ref&cmd=prlinks,Modeling the value of strategic actions in the superior colliculus.
274,30686,,11037392,,CT2,PubMed API,"Thomas J, Turkheimer E, Oltmanns TF",2000 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11037392&retmode=ref&cmd=prlinks,Psychometric analysis of racial differences on the Maudsley Obsessional Compulsive Inventory.
275,30687,,2256900,,CT2,PubMed API,Chan DW,1990,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2256900&retmode=ref&cmd=prlinks,The Maudsley Obsessional-Compulsive Inventory: a psychometric investigation on Chinese normal subjects.
276,30688,,9267662,,CT2,PubMed API,"Collins DW, Kimura D",1997 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9267662&retmode=ref&cmd=prlinks,A large sex difference on a two-dimensional mental rotation task.
277,30689,,2923718,,CT2,PubMed API,"Peronnet F, Farah MJ",1989 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=2923718&retmode=ref&cmd=prlinks,Mental rotation: an event-related potential study with a validated mental rotation task.
278,30690,,11232158,,CT2,PubMed API,"Thomsen T, Hugdahl K, Ersland L, Barndon R, Lundervold A, Smievoll AI, Roscher BE, Sundberg H",2000 Nov-Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11232158&retmode=ref&cmd=prlinks,Functional magnetic resonance imaging (fMRI) study of sex differences in a mental rotation task.
279,30691,,19638765,,CT2,PubMed API,"Korinek LL, Thompson LL, McRae C, Korinek E",2009 Aug,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19638765&retmode=ref&cmd=prlinks,Do physicians referred for competency evaluations have underlying cognitive problems?
280,30692,,11572473,,CT2,PubMed API,Elwood RW,2001 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11572473&retmode=ref&cmd=prlinks,MicroCog: assessment of cognitive functioning.
281,30693,,16690546,,CT2,PubMed API,"Raymond PD, Hinton-Bayre AD, Radel M, Ray MJ, Marsh NA",2006 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16690546&retmode=ref&cmd=prlinks,Test-retest norms and reliable change indices for the MicroCog Battery in a healthy community population over 50 years of age.
282,30694,,19371782,,CT2,PubMed API,"Kuhtz-Buschbeck JP, Gilster R, van der Horst C, Hamann M, Wolff S, Jansen O",2009 Aug 1,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19371782&retmode=ref&cmd=prlinks,Control of bladder sensations: an fMRI study of brain activity and effective connectivity.
283,30695,,12074773,,CT2,PubMed API,"Berghmans B, van Waalwijk van Doorn E, Nieman F, de Bie R, van den Brandt P, Van Kerrebroeck P",2002 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12074773&retmode=ref&cmd=prlinks,Efficacy of physical therapeutic modalities in women with proven bladder overactivity.
284,30696,,21435904,,CT2,PubMed API,"Mitnitski A, Fallah N, Rockwood K",2011 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=21435904&retmode=ref&cmd=prlinks,A multistate model of cognitive dynamics in relation to frailty in older adults.
285,30697,,18625866,,CT2,PubMed API,"O&#39;Bryant SE, Humphreys JD, Smith GE, Ivnik RJ, Graff-Radford NR, Petersen RC, Lucas JA",2008 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18625866&retmode=ref&cmd=prlinks,Detecting dementia with the mini-mental state examination in highly educated individuals.
286,30698,,12507044,,CT2,PubMed API,"Fama R, Sullivan EV",2002 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12507044&retmode=ref&cmd=prlinks,Motor sequencing in Parkinson&#39;s disease: relationship to executive function and motor rigidity.
287,30699,,11095535,,CT2,PubMed API,"Menon V, Anagnoson RT, Glover GH, Pfefferbaum A",2000 Nov 9,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=11095535&retmode=ref&cmd=prlinks,Basal ganglia involvement in memory-guided movement sequencing.
288,30700,,17556011,,CT2,PubMed API,Dreher JC,2007 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17556011&retmode=ref&cmd=prlinks,Sensitivity of the brain to loss aversion during risky gambles.
289,30701,,14527597,,CT2,PubMed API,"Morrison SJ, Demorest SM, Aylward EH, Cramer SC, Maravilla KR",2003 Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14527597&retmode=ref&cmd=prlinks,FMRI investigation of cross-cultural music comprehension.
290,30702,,12744373,,CT2,PubMed API,"Russell SM, Golfinos JG",2003 May,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=12744373&retmode=ref&cmd=prlinks,Amusia following resection of a Heschl gyrus glioma. Case report.
291,30703,,17585307,,CT2,PubMed API,"Zatorre RJ, Chen JL, Penhune VB",2007 Jul,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17585307&retmode=ref&cmd=prlinks,When the brain plays music: auditory-motor interactions in music perception and production.
292,30704,,8454966,,CT2,PubMed API,"Palmer C, van de Sande C",1993 Mar,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8454966&retmode=ref&cmd=prlinks,Units of knowledge in music performance.
293,30705,,14527120,,CT2,PubMed API,"Oxford Grice K, Vogel KA, Le V, Mitchell A, Muniz S, Vollmer MA",2003 Sep-Oct,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=14527120&retmode=ref&cmd=prlinks,Adult norms for a commercially available Nine Hole Peg Test for finger dexterity.
294,30706,,16059856,,CT2,PubMed API,"Poole JL, Burtner PA, Torres TA, McMullen CK, Markham A, Marcum ML, Anderson JB, Qualls C",2005 Jul-Sep,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=16059856&retmode=ref&cmd=prlinks,Measuring dexterity in children using the Nine-hole Peg Test.
295,30707,,9987033,,CT2,PubMed API,"Schnitzler A, Volkmann J, Enck P, Frieling T, Witte OW, Freund HJ",1999 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=9987033&retmode=ref&cmd=prlinks,Different cortical organization of visceral and somatic sensation in humans.
296,30708,,8517802,,CT2,PubMed API,"Kemppainen P, LeppÃ¤nen H, Waltimo A, Pertovaara A",1993 Apr,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8517802&retmode=ref&cmd=prlinks,"Effects of jaw clenching, jaw movement and static jaw position on facial skin sensitivity to non-painful electrical stimulation in man."
297,30709,,19822171,,CT2,PubMed API,"Schepers RJ, Ringkamp M",2010 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=19822171&retmode=ref&cmd=prlinks,Thermoreceptors and thermosensitive afferents.
298,30710,,15598518,,CT2,PubMed API,"Chang PF, Arendt-Nielsen L, Chen AC",2005 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=15598518&retmode=ref&cmd=prlinks,Comparative cerebral responses to non-painful warm vs. cold stimuli in man: EEG power spectra and coherence.
299,30711,,18493749,,CT2,PubMed API,"Pascoli V, Boer-Saccomani C, Hermant JF",2009 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18493749&retmode=ref&cmd=prlinks,H3 receptor antagonists reverse delay-dependent deficits in novel object discrimination by enhancing retrieval.
300,30712,,1554428,,CT2,PubMed API,"Overman W, Bachevalier J, Turner M, Peuster A",1992 Feb,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=1554428&retmode=ref&cmd=prlinks,Object recognition versus object discrimination: comparison between human infants and infant monkeys.
301,30713,,17167092,,CT2,PubMed API,"Op de Beeck HP, Baker CI, DiCarlo JJ, Kanwisher NG",2006 Dec 13,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=17167092&retmode=ref&cmd=prlinks,Discrimination training alters object representations in human extrastriate cortex.
302,30714,,7622986,,CT2,PubMed API,"Gilmore RO, Johnson MH",1995 Jun,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=7622986&retmode=ref&cmd=prlinks,Working memory in infancy: six-month-olds&#39; performance on two versions of the oculomotor delayed response task.
303,30715,,18938009,,CT2,PubMed API,"Luna B, Velanova K, Geier CF",2008 Dec,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=18938009&retmode=ref&cmd=prlinks,Development of eye-movement control.
304,30716,,8416055,,CT2,PubMed API,"Iragui VJ, Kutas M, Mitchiner MR, Hillyard SA",1993 Jan,Via PubMed API,http://www.ncbi.nlm.nih.gov/entrez/eutils/elink.fcgi?dbfrom=pubmed&id=8416055&retmode=ref&cmd=prlinks,Effects of aging on event-related brain potentials and reaction times in an auditory oddball task.
