,node_id,name,alias,concept_class,prop_id,definition_text
186,25244,face perception,,ctp_C1,trm_4a3fd79d0a300,The processes by which faces are identified as such.
187,25245,face recognition,,ctp_C5,trm_4a3fd79d0a30c,The process of determining whether a face is the same as another face that has been previously encountered.
188,25246,facial expression,,ctp_C8,trm_4a3fd79d0a318,"Movements and positions of the facial muscles that can be used as a form of nonverbal communication, particularly in conveying emotional states."
189,25247,false memory,,ctp_C5,trm_4a3fd79d0a323,a memory that refers to an event that did not actually occur
190,25248,feature extraction,,ctp_C1,trm_4a3fd79d0a32f,Processes by which relevant aspects of a data stream are separated from irrelevant aspects.
191,25249,feedback processing,feedback,,trm_4a3fd79d0a33b,"Evaluative or corrective information about an action, event, or process delivered to the original or controlling source, often with the intent of modifying future actions."
192,25250,filtering,,,trm_4a3fd79d0a352,a device or process that removes from a signal some unwanted component or feature.
193,25251,fixation,,ctp_C2,trm_4a3fd79d0a35e,Maintaining gaze or attention on some object or event. (Experimental design) A trial period in which a participant is instructed to direct attention toward a visual stimulus (often a cross).
194,25252,fixed action patterns,,,trm_4a3fd79d0a36a,an instinctive  behavioral  sequence that is indivisible and runs to completion.
195,25253,fluid intelligence,fluid reasoning,ctp_C3,trm_4a3fd79d0a375,"a factor of general intelligence originally identified by Raymond Cattell; Cattell defined fluid intelligence as &#34;â¦the ability to perceive relationships independent of previous specific practice or instruction concerning those relationships.&#34; Fluid intelligence is the ability to think and reason abstractly and solve problems. This ability is considered independent of learning, experience, and education."
196,25254,focus,,ctp_C2,trm_4a3fd79d0a381,The center of attention or concentration. 
197,25255,focused attention,,ctp_C2,trm_4a3fd79d0a38d,"the ability to respond discretely to specific visual, auditory or tactile stimuli."
198,25256,form perception,,ctp_C1,trm_4a3fd79d0a398,"the sensory discrimination of a pattern, shape or outline."
199,25257,functional fixedness,,ctp_C3,trm_4a3fd79d0a3a4,a cognitive bias that limits a person to using an object only in the way it is traditionally used.
200,25258,gaze,,,trm_4a3fd79d0a3d2,The act of fixating the eyes onto a location.  
201,25259,generalization,,ctp_C5,trm_4a3fd79d0a3ea,The act of transferring knowledge learned from one event to a novel event that is similar in some respect.
202,25260,generic knowledge,,ctp_C3,trm_4a3fd79d0a3f6,Generic knowledge is knowledge that is applicable not just to a single entity but to a class of entities. 
203,25261,gestalt,,ctp_C1,trm_4a3fd79d0a402,"a collection of physical, biological, psychological or symbolic entities that creates a unified concept, configuration or pattern which is greater than the sum of its parts (of a character, personality, or being)."
204,25262,goal,,ctp_C4,trm_4a3fd79d0a419,The desired end-point of behavior(s).
205,25263,goal formation,,ctp_C4,trm_4a3fd79d0a425,The processes that create and maintain representations of goal states.
206,25264,goal maintenance,,ctp_C4,trm_4a3fd79d0a431,The maintenance of information regarding task goals in working memory.
207,25265,goal management,,ctp_C4,trm_4a3fd79d0a43c,"consists of the process of recognizing or inferring goals, abandoning no longer relevant goals, identifying and resolving conflicts among goals, and prioritizing goals consistently for optimal success."
208,25266,goal state,,ctp_C4,trm_4a3fd79d0a448,A point reached when goal directed behavior has successfully concluded. 
209,25267,gustatory learning,,ctp_C5,trm_4a3fd79d0a460,The formation of a knowledge representation that contains information about gustatory percepts.
210,25268,gustatory memory,,ctp_C5,trm_4a3fd79d0a46b,the cognitive capacity of storing and retrieving information related to taste.  
211,25269,gustatory perception,,ctp_C1,trm_4a3fd79d0a477,The processes involved with representing gustatory sensations as such.
212,25270,habit,,ctp_C5,trm_4a3fd79d0a483,An acquired pattern of behavior that often occurs automatically and is reliably triggered by some event or stimulus.
213,25271,habit learning,,ctp_C5,trm_4a3fd79d0a48e,The process of acquiring a habit
214,25272,habit memory,,ctp_C5,trm_4a3fd79d0a49a,"the memory representation of a learned habit, generally thought to be represented as a stimulus-response association"
215,25273,hallucination,,,trm_4a3fd79d0a4a6,"in the broadest sense of the word, is a perception in the absence of a stimulus. In a stricter sense, hallucinations are defined as perceptions in a conscious and awake state in the absence of external stimuli which have qualities of real perception, in that they are vivid, substantial, and located in external objective space.

"
216,25274,hedonism,,,trm_4a3fd79d0a4b2,"a school which argues that pleasure is the only intrinsic good, often used as a justification for evaluating actions in terms of how much pleasure and how little pain (i.e. suffering) they produce."
217,25275,heuristic search,,ctp_C3,trm_4a3fd79d0a4be,"refers to experience-based techniques for problem solving, learning, and discovery. Heuristic methods are used to speed up the process of finding a good enough solution, where an exhaustive search is impractical. Examples of this method include using a &#34;rule of thumb&#34;, an educated guess, an intuitive judgment, or common sense.  In more precise terms, heuristics are strategies using readily accessible, though loosely applicable, information to control problem solving in human beings and machines"
218,25276,hill climbing,,ctp_C3,trm_4a3fd79d0a4c9,"A fast but sometimes unreliable optimization method.  When searching for the minimum/maximum value of a function a random step is taken; if the value improves it replaces the current value, then another random step is taken."
219,25277,humiliation,,ctp_C8,trm_4a3fd79d0a4e1,to reduce to a lower position in one&#39;s own eyes or others&#39; eyes.
220,25278,humor,,ctp_C8,trm_4a3fd79d0a4ed,the tendency of particular cognitive experiences to provoke laughter  and provide amusement.
221,25279,iconic memory,,ctp_C5,trm_4a3fd79d0a4f9,"very brief sensory memory of some visual stimuli, that occur in the form of mental pictures."
222,25280,imageability,,,trm_4a3fd79d0a504,is a property of a word or concept reflecting how easy or difficult it is to visually or acoustically imagine.  
223,25281,imagery,,,trm_4a3fd79d0a510,"an experience that, on most occasions, significantly resembles the experience of perceiving some object, event, or scene, but occurs when the relevant object, event, or scene is not actually present to the senses."
224,25282,implicit knowledge,,,trm_4a3fd79d0a51c,knowledge that is kept in a personâs mind without necessarily being expressed in words and is often acted on instinctively.
225,25283,implicit learning,,,trm_4a3fd79d0a527,None
226,25284,implicit memory,,ctp_C5,trm_4a3fd79d0a533,"Type of memory in which experiences increases performance of task without one&#39;s conscious awareness of these previous experiences. This type of memory applies to habit learning, skills, conditioning."
227,25285,imprinting,,,trm_4a3fd79d0a53f,a rapid learning process that takes place early in the life of a social animal and establishes a behavior pattern (as recognition of and attraction to its own kind or a substitute).
228,25286,inattention,,ctp_C2,trm_4a3fd79d0a54b,The failure to process an external stimulus (often refers to sensory stimuli).
229,25287,incidental learning,,ctp_C5,trm_4a3fd79d0a556,"Learning without explicit knowledge of doing so, but occurring through interaction with the environment (e.g., by observation/copying of behavior or response to reinforcement)."
230,25288,incubation,,ctp_C3,trm_4a3fd79d0a562,the process of thinking about a problem subconsciously while being involved in other activities
231,25289,indignation,,ctp_C8,trm_4a3fd79d0a56e,"anger aroused by something unjust, unworthy, or mean."
232,25290,induction,inductive reasoning,,trm_4a3fd79d0a579,"reaching a conclusion from a set of premises that could, but do not necessarily, lead to it"
233,25291,inductive reasoning,inductive inference,ctp_C3,trm_4a3fd79d0a590,"reasoning from a specific case or cases and deriving a general rule, drawing inferences from observations in order to make generalizations.
"
234,25292,inference,,ctp_C3,trm_4a3fd79d0a5ed,"the act of passing from one proposition, statement, or judgment considered as true to another whose truth is believed to follow from that of the former; the act of passing from statistical sample data to generalizations (as of the value of population parameters) usually with calculated degrees of certainty."
235,25293,inhibition,,ctp_C4,trm_4a3fd79d0a613,The process by which a response or thought is suppressed.
236,25294,inhibition of return,,ctp_C4,trm_4a3fd79d0a61f,"the phenomenon in which the speed and accuracy with which an object is detected are first briefly enhanced (for perhaps 100-300 milliseconds) after the object is attended, and then detection speed and accuracy are impaired (for perhaps 500-3000 milliseconds)."
237,25295,insight,,ctp_C3,trm_4a3fd79d0a62b,"In problem solving, the moment at which an underlying relation between cause and effect is discovered/identified."
238,25296,instinct,,,trm_4a3fd79d0a637,"a natural or inherent aptitude, impulse, or capacity; a largely inheritable and unalterable tendency of an organism to make a complex and specific response to environmental stimuli without involving reason, behavior that is mediated by reactions below the conscious level."
239,25297,instrumental conditioning,"instrumental learning, operant conditioning",ctp_C5,trm_4a3fd79d0a642,a learning process in which the consequences of an action are used to modify aspects of that action thereafter; these aspects include form and frequency (including the likelihood of reoccurrence at all).
240,25298,instrumental learning,,ctp_C5,trm_4a3fd79d0a64e,learning based on reward; a form of learning that takes place as a direct consequence of a reward or pleasant outcome for the learner.
241,25299,integration,,,trm_4a3fd79d0a65a,coordination of mental processes into a normal effective personality or with the individual&#39;s environment
242,25300,intelligence,,ctp_C3,trm_4a3fd79d0a666,the ability to learn or understand or to deal with new or trying situations; the skilled use of reason; the ability to apply knowledge to manipulate one&#39;s environment or to think abstractly as measured by objective criteria
243,25301,intention,,,trm_4a3fd79d0a67d,an act or instance of determining mentally upon some action or result; meaning or significance.
244,25302,intentional forgetting,,ctp_C5,trm_4a3fd79d0a689,the purposeful forgetting of information that is no longer needed.
245,25303,intentional learning,,ctp_C5,trm_4a3fd79d0a695,learning that is motivated  with intention and is usually goal directed.
246,25304,intentionality,,,trm_4a3fd79d0a6a1,"the state of having or being formed by an intention; (philosophy) the property of being about or directed toward a subject, as inherent in conscious states, beliefs, or creations of the mind, such as sentences or books. "
247,25305,interference,,,trm_4a3fd79d0a6ad,the disturbing effect of new information on the other information with which it is inconsistent
248,25306,intermediate-term memory,ITM,ctp_C5,trm_4a3fd79d0a6b9,a specialized term referring for information about a current task.
249,25307,internal speech,,ctp_C6,trm_4a3fd79d0a6c5,"also known as inner voice, internal speech, or verbal stream of consciousness is thinking in words. It also refers to the semi-constant internal monologue one has with oneself at a conscious or semi-conscious level.

"
250,25308,interrogative,,ctp_C6,trm_4a3fd79d0a6d0,"of, pertaining to, or conveying a question."
251,25309,intonation,,ctp_C6,trm_4a3fd79d0a6dc,"the ability to play or sing notes in tune; manner of utterance, specifically the rise and fall in pitch of the voice in speech."
252,25310,intrinsic motivation,,ctp_C10,trm_4a3fd79d0a6e8,a highly desired form of incentive that stems from a person&#39;s internal desire for self-satisfaction or pleasure in performing the task itself.
253,25311,introspection,,,trm_4a3fd79d0a6f4,"the self-observation and reporting of conscious inner thoughts, desires  and sensations. It is a conscious mental and usually purposive process relying on thinking, reasoning, and examining one&#39;s own thoughts, feelings."
254,25312,involuntary attention,,ctp_C2,trm_4a3fd79d0a700,"results when the conscious mind changes focus to sudden changes in the environment (big sound, intensity of light, unique situation etc.).  The person is not prepared for the attention and the attention is not under control of the individual.  The persons attention is less concerned with motives, interests, and needs and the stimulus is usually more important than any functional factors."
255,25313,irony,,,trm_4a3fd79d0a70b,"a situation, literary technique, or rhetorical device, in which there is an incongruity or discordance that goes strikingly beyond the most simple and evident meaning of words or actions."
256,25314,judgment,,ctp_C3,trm_4a3fd79d0a723,"the process of forming an opinion or evaluation by discerning and comparing, or an opinion or estimate so formed"
257,25315,kinaesthetic representation,kinesthetic representation,,trm_4a3fd79d0a72e,"is a representation of sensory inputs from muscles, tendons, and joints (e.g.,the joint angles used to reach a point in space).

"
258,25316,kinesthesia,kinaesthesia,ctp_C1,trm_4a3fd79d0a73a,"a sense mediated by receptors located in muscles, tendons, and joints and stimulated by bodily movements and tensions. "
259,25317,knowledge,,ctp_C5,trm_4a3fd79d0a746,information acquired and represented by a person through experience or education
260,25318,language,,ctp_C6,trm_4a3fd79d0a769,"The mental ability to encode and decode information, and translate this information into verbal, acoustic and visual representations, according to a set of rules that are common across a population."
261,25319,language comprehension,,ctp_C6,trm_4a3fd79d0a775,"The ability to understand communication from others, such as speech, written text, gestures, or sign language."
262,25320,language learning,,ctp_C6,trm_4a3fd79d0a781,"the process by which humans acquire the capacity to perceive, produce and use words to understand and communicate, this capacity involves the picking up of diverse capacities including syntax, phonetics, and an extensive vocabulary, the language might be vocal as with speech or manual as in sign."
263,25321,language production,,ctp_C6,trm_4a3fd79d0a78d,"is translating a concept or set of ideas into spoken, signed or written form"
264,25322,learning,,ctp_C5,trm_4a3fd79d0a7bb,The process of acquiring new skills/knowledge/information 
265,25323,lemma,,ctp_C6,trm_4a3fd79d0a7c7,"an abstract form of a word before any phonological assignment, arising early in speech production"
266,25324,lexical encoding,,ctp_C6,trm_4a3fd79d0a7d4,"converting vocabulary, words, or morphemes of a language into a code.
"
267,25325,lexical retrieval,,ctp_C6,trm_4a3fd79d0a7e0,retrieval of a lexical entry
268,25326,lexicon,vocabulary,ctp_C6,trm_4a3fd79d0a7ec,"The vocabulary of a language, including its words and expressions."
269,25327,linguistic competence,,ctp_C6,trm_4a3fd79d0a7f8,"a speaker&#39;s implicit, internalized knowledge of the rules of their language."
270,25328,listening,,,trm_4a3fd79d0a803,"to pay attention to sound; to hear something with thoughtful attention, give consideration; to be alert to catch an expected sound."
271,25329,logic,,ctp_C3,trm_4a3fd79d0a80f,a science that deals with the principles and criteria of validity of inference and demonstration; the science of the formal principles of reasoning.
272,25330,logical reasoning,,ctp_C3,trm_4a3fd79d0a81b,"The strategy when  one uses deduction, induction, or abduction to evaluate preconditions and rules to determnie a conclusion.  "
273,25331,long-term memory,LTM,ctp_C5,trm_4a3fd79d0a833,"a system for permanently storing, managing, and retrieving information for later use, items of information stored as long-term memory may be available for a lifetime."
274,25332,loss aversion,,ctp_C3,trm_4a3fd79d0a83f,The tendency of individuals to be more sensitive to the possibility of losing objects or money than they are to the possibility of gaining the same objects or amounts of money.
275,25333,lying,,ctp_C9,trm_4a3fd79d0a84a,the expression of a falsehood
276,25334,mathematical reasoning,,ctp_C3,trm_4a3fd79d0a862,Reasoning about mathematical objects
277,25335,meaning,,ctp_C6,trm_4a3fd79d0a86e,the connotation of a word or phrase
278,25336,mechanical reasoning,,ctp_C3,trm_4a3fd79d0a87a,Reasoning about mechanical objects or functions
279,25337,melody,tune,ctp_C1,trm_4a3fd79d0a886,a linear succession of musical tones which is perceived as a single entity.
280,25338,memory,,ctp_C5,trm_4a3fd79d0a891,"The ability of an organism to use past events to inform/influence current actions
"
281,25339,mental arithmetic,,ctp_C3,trm_4a3fd79d0a8ed,"mathematical calculations done mentally, without writing them down."
282,25340,mental imagery,,ctp_C1,trm_4a3fd79d0a8fc,"is an experience that, on most occasions, significantly resembles the experience of perceiving (through any of the senses) of some object, event, or scene, but occurs when the relevant object, event, or scene is not actually present to the senses."
283,25341,mental representation,,,trm_4a3fd79d0a908,a presentation to the mind in the form of an idea or image.
284,25342,mental rotation,,ctp_C1,trm_4a3fd79d0a914,Ability to rotate an object in one&#39;s mind; ability to make perceptual judgments on a new spatial configuration of an object.
285,25343,metacognition,,,trm_4a3fd79d0a920,awareness or analysis of one&#39;s own learning or thinking processes.
286,25344,metacognitive skill,,ctp_C5,trm_4a3fd79d0a92b,"a learners&#39; automatic awareness of their own knowledge and their ability to understand, control, and manipulate their own cognitive processes.
"
287,25345,metaphor,,ctp_C6,trm_4a3fd79d0a937,a figure of speech in which a word or phrase literally denoting one kind of object or idea is used in place of another to suggest a likeness or analogy between them.
288,25346,misattribution,,,trm_4a3fd79d0a943,attributing an event to something with which it has no connection or association.
289,25347,monitoring,,ctp_C4,trm_4a3fd79d0a94f,the act of checking for particular kinds of information
290,25348,mood,,ctp_C8,trm_4a3fd79d0a95a,a conscious state of mind or predominant emotion.
291,25349,motor control,,ctp_C7,trm_4a3fd79d0a972,The function of supervising motor activities
292,25350,motor learning,,ctp_C5,trm_4a3fd79d0a995,"the process of improving motor skills, the smoothness and accuracy of movements."
293,25351,motor planning,movement planning,ctp_C7,trm_4a3fd79d0a9a1,"the conception of a future motoric action
"
294,25352,motor program,,ctp_C7,trm_4a3fd79d0a9ad,abstract representation of a movement
295,25353,motor sequence learning,,ctp_C5,trm_4a3fd79d0a9b9,The acquisition of knowledge regarding sequences of motor action
296,25354,movement,,ctp_C7,trm_4a3fd79d0a9c4,change of place or position or posture
297,25355,naming,,ctp_C6,trm_4a3fd79d0a9dc,the expression of the name of an object
298,25356,narrative,,ctp_C6,trm_4a3fd79d0a9e8,"a story that is created in a constructive format (as a work of writing, speech, poetry, prose, pictures, song, motion pictures, video games, theater or dance) that describes a sequence of fictional or non-fictional events."
299,25357,navigation,,ctp_C1,trm_4a3fd79d0aa00,The process of controlling the movement of a body/entity/vehicle through space from one point to another.
300,25358,nociception,,ctp_C1,trm_4a3fd79d0aa0c,the processes of encoding and processing noxious stimuli.
301,25359,nondeclarative knowledge,,,trm_4a3fd79d0aa23,The nonconscious or implicit ability to express and practice learned information.
302,25360,nondeclarative memory,,ctp_C5,trm_4a3fd79d0aa2f,"Memory acquired through experience and which can not be consciously articulated (such as by recall or recognition). This type of memory includes priming, conditioning, skill-acquisition, and habits."
303,25361,novelty detection,,,trm_4a3fd79d0aa47,the identification of new or unknown information
304,25362,object categorization,,,trm_4a3fd79d0aa5e,the assignment of an object to a particular category
305,25363,object centered representation,,,trm_4a3fd79d0aa6a,"In an object-centered representation, the position of the subparts of an object are encoded with respect to a set of axes and an origin centered on the object. Several physiological and neuropsychological results support the existence of such representations in humans and monkeys. An explicit representation would involve neurons with invariant response properties in object-centered coordinates.
"
306,25364,object detection,,ctp_C1,trm_4a3fd79d0aa76,"deals with detecting instances of semantic objects of a certain class (such as humans, buildings, cars, etc.)."
307,25365,object manipulation,,ctp_C7,trm_4a3fd79d0aa8d,"is a form of dexterity play or performance in which one or more artists physically interact with props such as balls, hoops, rings, poi, staff, devil sticks, or clubs. Object manipulation can be considered an advanced combinatorial form of sports, dance, and games."
308,25366,object perception,,ctp_C1,trm_4a3fd79d0aaa4,"The process of transforming basic visual sensory input (such as contrast, edge, motion, color etc) into a more abstract and semantically identifiable whole."
309,25367,object recognition,object identification,ctp_C1,trm_4a3fd79d0aab0,"is the ability to perceive an objectâs physical properties (such as shape, colour and texture) and apply semantic attributes to the object, which includes the understanding of its use, previous experience with the object and how it relates to others.
"
310,25368,olfaction,,ctp_C1,trm_4a3fd79d0aabc,the sense of smell; the act or process of smelling.
311,25369,olfactory perception,,ctp_C1,trm_4a3fd79d0aac8,the sensation that results when olfactory receptors in the nose are stimulated by particular chemicals in gaseous form. 
312,25370,orthographic lexicon,,ctp_C6,trm_4a3fd79d0aad4,A set of representations of orthographic information
313,25371,parsing,,ctp_C6,trm_4a3fd79d0ab42,to resolve (as a sentence) into component parts of speech and describe them grammatically
314,25372,passive attention,,ctp_C2,trm_4a3fd79d0ab4d,"refers to the involuntary process directed by external events that stand out from their environment, such as a bright flash, a strong odor, or a sudden loud noise.
"
315,25373,past tense,,ctp_C6,trm_4a3fd79d0ab59,refers to a form of a verb that indicates that the action already has occurred 
316,25374,pattern recognition,,ctp_C1,trm_4a3fd79d0ab65,The process of identifying a meaningful pattern in raw data.
317,25375,pavlovian conditioning,"classical conditioning, respondent conditioning",ctp_C5,trm_4a3fd79d0ab70,"a form of learning in which a stimulus (designated the &#34;conditional stimulus&#34; or CS and being one without inherent significance) is paired with an unconditional stimulus or US, so named because it is biologically significant (e.g. food, sex, drug, pain), until the participant responds to the former in a way that conveys its association of the two. Importantly, participant response may be different between the US and its paired CS."
318,25376,perception,,ctp_C1,trm_4a3fd79d0ab7c,the conscious experience or mental registration of a sensory stimulus
319,25377,perceptual binding,,ctp_C1,trm_4a3fd79d0ab88,"is the cognitive ability to couple characteristics between items that one is perceiving.  This can be illustrated by the one observing a blue square and a yellow circle.  Through the neural mechanisms of perceptual binding, one can ensure that the sensing of blue is coupled to that of a square shape and that of yellow is coupled to that of a circle.
"
320,25378,perceptual categorization,,ctp_C1,trm_4a3fd79d0ab93,"A selective system that can have no a priori information about the particular stimuli that might be encountered in its environment, other than boundary conditions implicit in the construction of its recognizing elements. Perceptual categorization, according to this view, does not involve the &#34;reading in&#34; of readily available information about the stimulus category; rather, it involves the utilization of multiple cues in degenerate, overlapping sets and under the influence of context.  
"
321,25379,perceptual fluency,,ctp_C1,trm_4a3fd79d0ab9f,"is the ease at which the brain can process information.
"
322,25380,perceptual identification,,ctp_C1,trm_4a3fd79d0abaa,"has two different processing stages.  The first stage yields a state of of perceptual information about the stimulus presented.  The second stage is the processing of attained perceptual information in a response. 
"
323,25381,perceptual learning,,ctp_C5,trm_4a3fd79d0abb6,"long lasting improvement in performing perceptual  (visual, auditory, tactile, olfactory or taste) tasks as a function of experience."
324,25382,perceptual similarity,,ctp_C1,trm_4a3fd79d0abc1,"Perceptual similarity is the subjective similarity between two stimuli as perceived by the observer. Thus, object A may be rated as more similar to object B than to object C despite a greater difference in some physical metric (such as height or width) between objects A and C than between objects A and B. This may differ across modalities: for example, two objects may be rated as more similar when seen than when touched. However, the physical, objective similarity between the two objects remains the same regardless of which modality is used to explore them."
325,25383,perceptual skill,,ctp_C1,trm_4a3fd79d0abcd,The ability to observe and understand the events surrounding an individual.
326,25384,performance monitoring,,ctp_C4,trm_4a3fd79d0ac30,the online evaluation of one&#39;s performance on a task
327,25385,phonation,,ctp_C6,trm_4a3fd79d0ac4a,process by which the vocal folds produce certain sounds through quasi-periodic vibration; any oscillatory state of any part of the larynx that modifies the airstream.
328,25386,phonological buffer,,ctp_C6,trm_4a3fd79d0ac61,"a passive storage device that is part of the articulatory rehearsal loop; serves as a part of the mechanisms ordinarily needed for hearing.  In rehearsal, the buffer is loaded by means of subvocalization."
329,25387,phonological code,,,trm_4a3fd79d0ac7a,A representation of information using phonological features
330,25388,phonological encoding,,ctp_C6,trm_4a3fd79d0ac87,"involves retrieval of segmental and supra-segmental information and the generation of a syllabified phonological word, and the computation of the phonetic form of the intended utterance, referred to as phonetic encoding.

"
331,25389,phonological retrieval,,ctp_C6,trm_4a3fd79d0ac93,The retrieval of phonological representations based on other cues
332,25390,phonological working memory,,ctp_C4,trm_4a3fd79d0ac9e,The process of maintaining sound information online for a limited amount of time.
333,25391,planning,,ctp_C4,trm_4a3fd79d0acc1,"formulation, evaluation and selection of a sequence of actions to achieve a desired goal."
334,25392,pragmatic inference,,ctp_C3,trm_4a3fd79d0ad12,"Inferences are made when a person (or machine) goes beyond available evidence to form a conclusion. A pragmatic inference (also known as an inductive inference) is one which is likely to be true because of the state of the world. Unlike deductive inferences, pragmatic (inductive) inferences do yield conclusions that increase the semantic information over and above that found in the initial premises. "
335,25393,pragmatic knowledge,,,trm_4a3fd79d0ad1d,"is how individuals communicate meaning and how they produce contextually appropriate utterances, sentences, or texts.  Pragmatic knowledge includes sociolinguistic and functional knowledge.  "
336,25394,pragmatic reasoning,,ctp_C3,trm_4a3fd79d0ad29,"Pragmatic reasoning is defined as the process of finding the intended meaning(s) of the given, and it is suggested that this amounts to the process of inferring the appropriate context(s) in which to interpret the given."
337,25395,preattentive processing,,ctp_C2,trm_4a3fd79d0ad41,background activity that necessarily precedes conscious mental activity; major purpose is the preparation of sensory input for use in focal-attentive processes including encoding of the basic properties of sensory input.
338,25396,preconscious perception,,ctp_C1,trm_4a3fd79d0ad4c,"is the subthreshold process of visual perception. 

"
339,25397,prejudice,,,trm_4a3fd79d0ad64,"preconceived judgment or opinion; an adverse opinion or leaning formed without just grounds or before sufficient knowledge; an irrational attitude of hostility directed against an individual, a group, a race, or their supposed characteristics."
340,25398,primary memory,,ctp_C5,trm_4a3fd79d0ad94,the temporary maintenance system for conscious processing of information.
341,25399,proactive interference,,ctp_C5,trm_4a3fd79d0adab,"the forgetting of information due to interference from the traces of events or learning that occurred prior to the materials to be remembered; occurs when in any given context, past memories inhibit an individualâs full potential to retain new memories."
342,25400,problem solving,,ctp_C3,trm_4a3fd79d0adb7,"Broadly, the mental processes involved in finding a solution to a problem."
343,25401,procedural knowledge,,ctp_C5,trm_4a3fd79d0adc3,Knowledge exercised in the performance of a task/activity. Its acquisition or structure is often unavailable to the actor.
344,25402,procedural learning,,ctp_C5,trm_4a3fd79d0adcf,The acquisition of a skill or ability through practice which is not accessible to verbalization or conscious awareness.
345,25403,procedural memory,,,trm_4a3fd79d0addc,memory for how to do things; procedural memories are automatically retrieved and utilized for the execution of the step-by-step procedures involved in both cognitive and motor skills.
346,25404,procedural rule,,,trm_4a3fd79d0ade8,No definition submitted yet
347,25405,processing capacity,,,trm_4a3fd79d0adf4,No definition submitted yet
348,25406,processing stage,,,trm_4a3fd79d0ae00,A subset of mental operations that are confined some feature space of information within a stream and/or hierarchy of mental operations.
349,25407,pronunciation,,ctp_C6,trm_4a3fd79d0ae17,"the way a word or a language is spoken, or the manner in which someone utters a word."
350,25408,proper noun,,ctp_C6,trm_4a3fd79d0ae2b,"A subject that usually indicates a particular person, place, or object."
351,25409,proprioception,,ctp_C1,trm_4a3fd79d0ae3d,the sense of the relative position of neighboring parts of the body.
352,25410,prosodic stress,,ctp_C6,trm_4a3fd79d0ae58,the stress and intonation patterns of an utterance. 
353,25411,prosody,,ctp_C6,trm_4a3fd79d0ae64,"the rhythm, stress, and intonation of speech."
354,25412,prospective memory,,ctp_C5,trm_4a3fd79d0ae70,remembering to perform an intended action...prospective memory is self-initiated and does not operate directly on external stimuli.
355,25413,prospective planning,,,trm_4a3fd79d0ae7b,No definition submitted yet
356,25414,prototype,,ctp_C5,trm_4a3fd79d0ae87,"A most common, standard or basic mental representation of some category."
357,25415,quantitative skill,,,trm_4a3fd79d0aeaa,"the ability to to use mathematical concepts to solve problems.  
"
358,25416,reading,,ctp_C6,trm_4a3fd79d0aeb6,Decoding symbols to derive their meaning.
359,25417,reasoning,,ctp_C3,trm_4a3fd79d0aec1,drawing of inferences or conclusions through the use of reason.
360,25418,regret,,ctp_C8,trm_4a3fd79d0aecd,"an emotional response to remembrance of a past state, condition, or experience that one wishes had been different"
361,25419,relational learning,,ctp_C5,trm_4a3fd79d0aed8,"learning to differentiate among stimuli on the basis of relational properties (e.g., the larger of two stimuli) rather than absolute properties (e.g., the stimulus that has a given size)."
362,25420,remote memory,,ctp_C5,trm_4a3fd79d0aee4,memory for events of long ago as opposed to recent events.
363,25421,repressed memory,,ctp_C5,trm_4a3fd79d0aeef,A memory (often traumatic) that is unavailable for recall.
364,25422,resource limit,,ctp_C4,trm_4a3fd79d0af4c,"the maximum amount of cognitive resources that can be allocated to various, often competing tasks"
365,25423,resource sharing,,ctp_C9,trm_4a3fd79d0af5a,"is a unique characteristic of humans and several primates that involve sharing resources such as food, shelter, etc., as a collective risk-reduction against variability in resource supply.
"
366,25424,response inhibition,motor inhibition,ctp_C4,trm_4a3fd79d0af66,Suppression of actions that are inappropriate in a given context and that interfere with goal-driven behavior.
367,25425,response selection,"action selection, motor execution",ctp_C7,trm_4a3fd79d0af71,The selection of one action from a limited set of possible actions.
368,25426,retention,,ctp_C5,trm_4a3fd79d0af7d,"a preservation of the aftereffects of experience and learning that makes recall or recognition possible.
Persistence of learned behavior or experience during a period when it is not being performed o r practiced.
Retention is the second stage of memory after encoding and before retrival"
369,25427,retrieval,,ctp_C5,trm_4a3fd79d0af94,"The process of accessing information from memory or other storage devices; the possibility of recovery, restoration, or rectification.
Retrieval is the third stage of memory after encoding and retention."
370,25428,retrieval cue,,ctp_C5,trm_4a3fd79d0afa0,An event or experience that facilitates retrieval of information from long-term memory because of its association to that information.
371,25429,retroactive interference,retroactive inhibition,ctp_C5,trm_4a3fd79d0afab,impeded retrieval and performance of previously learnt information due to newly acquired and practiced information.
372,25430,rhythm,,ctp_C1,trm_4a3fd79d0afc3,"Movement marked by the regulated succession of strong and weak elements, or of opposite or different conditions.  While rhythm most commonly applies to sound, such as music and spoken language, it may also refer to visual presentation, as timed movement through space."
