,node_id,name,confidence_level,truth_value,prop_id,subject_def
455,27825,set shifting is measured by the contrast of Total number of categories acheived trials in the Wisconsin Card Sorting test,100,positive,ass_4dfa430756b5a,
456,27826,set shifting is measured by the contrast of Accuracy on level 3 minus accuracy on level 1 trials in the Same-Different Task,100,positive,ass_4dfa431259dd9,
457,27827,judgment is measured by the contrast of Overall accuracy of participant minus average accuracy trials in the Same-Different Task,100,positive,ass_4dfa43b25f212,
458,27828,visual search is measured by the contrast of Overall accuracy of participant minus average accuracy trials in the Same-Different Task,100,positive,ass_4dfa43cf91de0,
459,27829,selective attention task is a broader synonym of Stroop task,100,positive,ass_4dfa44bb80b26,broader
460,27830,divided attention is measured by the contrast of response time with competing stimuli minus response time with a single stimuli or congruent stimuli trials in the selective attention task,100,positive,ass_4dfa4d18c4b85,
461,27831,divided attention is measured by the contrast of accuracy with a single stimuli or congruent stimuli minus accuracy with competing stimuli  trials in the selective attention task,100,positive,ass_4dfa4d18c567a,
462,27832,inhibition is measured by the contrast of response time with competing stimuli minus response time with a single stimuli or congruent stimuli trials in the selective attention task,100,positive,ass_4dfa4d776b81b,
463,27833,inhibition is measured by the contrast of accuracy with a single stimuli or congruent stimuli minus accuracy with competing stimuli  trials in the selective attention task,100,positive,ass_4dfa4d776be0b,
464,27834,word recognition is a part of  phonological comparison,70,positive,ass_563ff28755c89,
465,27835,intertemporal choice is a kind of  subjective value judgment,70,positive,ass_563ff1f71dc0b,
466,27836,cognitive load is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the self-ordered pointing task,100,positive,ass_4dfa52b93cf48,
467,27837,perceptual identification is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the self-ordered pointing task,100,positive,ass_4dfa5309acc54,
468,27838,processing capacity is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the self-ordered pointing task,100,positive,ass_4dfa534febef7,
469,27839,phonological working memory is measured by the contrast of accuracy on semantically anomalous sentences minus accuracy on semantically correct sentences trials in the semantic anomaly judgement task,100,positive,ass_4dfa6c07ccdbc,
470,27840,sentence comprehension is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the semantic anomaly judgement task,100,positive,ass_4dfa6c2a069d0,
471,27841,semantic processing is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the semantic anomaly judgement task,100,positive,ass_4dfa6c6ea923b,
472,27842,semantic processing is measured by the contrast of accuracy on semantically anomalous sentences minus accuracy on semantically correct sentences trials in the semantic anomaly judgement task,100,positive,ass_4dfa6c6ea97bb,
473,27843,semantic association task is a broader synonym of pyramids and palm trees task,100,positive,ass_4dfa6d907c09c,broader
474,27844,semantic processing is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the semantic association task,100,positive,ass_4dfa729497cae,
475,27845,syntactic parsing is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the semantic anomaly judgement task,100,positive,ass_4dfa72f81cbff,
476,27846,semantic processing is preceded by spreading activation,70,positive,ass_4dfa73912bf91,
477,27847,spreading activation is measured by the contrast of ERP for related stimuli minus ERP for unrelated stimuli trials in the semantic association task,100,positive,ass_4dfa73ad30e6a,
478,27848,sentence completion test is a broader synonym of Hayling Sentence Completion Test,100,positive,ass_4dfa74079cdbe,broader
479,27849,motor learning is measured by the contrast of accuracy with learning minus accuracy without learning/practice trials in the Sequence Recall/Learning,100,positive,ass_4dfa7d94d1fdb,
480,27850,procedural memory is measured by the contrast of accuracy with learning minus accuracy without learning/practice trials in the Sequence Recall/Learning,100,positive,ass_4dfa7db038b1f,
481,27851,procedural memory is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Sequence Recall/Learning,100,positive,ass_4dfa7db039164,
482,27852,set-shifting task is a synonym of Wisconsin card sorting test,100,positive,ass_4dfa7e9d3aa95,broader
483,27853,set-shifting task is a synonym of Extradimensional shift task,100,positive,ass_4dfa7ed093e15,broader
484,27854,set-shifting task is a synonym of Intradimensional shift task,100,positive,ass_4dfa7edb72d92,broader
485,27855,proactive inhibition is measured by the contrast of perservative errors minus nonperservative errors trials in the Set-shifting task,100,positive,ass_4dfa83a021c0f,
486,27856,task switching is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Set-shifting task,100,positive,ass_4dfa83fecf8a1,
487,27857,task switching is measured by the contrast of perservative errors minus nonperservative errors trials in the Set-shifting task,100,positive,ass_4dfa83fed0447,
488,27858,goal maintenance is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Set-shifting task,100,positive,ass_4dfa84997efae,
489,27859,set shifting is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Set-shifting task,100,positive,ass_4dfa84c7f2d63,
490,27860,set shifting is measured by the contrast of Total number of categories acheived trials in the Wisconsin Card Sorting test,100,positive,ass_4dfa84d56db4a,
491,27861,set shifting is measured by the contrast of accuracy of subject minus average accuracy of controls trials in the Intradimensional shift task,100,positive,ass_4dfa84e363fc7,
492,27862,set shifting is measured by the contrast of accuracy of subject minus average accuracy of controls trials in the Extradimensional shift task,100,positive,ass_4dfa84f29544c,
493,27863,attention shift is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Set-shifting task,100,positive,ass_4dfa86263b186,
494,27864,error detection is measured by the contrast of incorrect minus correct in the Simon task,100,positive,ass_55ef34ea2b46f,
495,27865,response conflict is measured by the contrast of incongruent minus congruent (correct) in the Simon task,100,positive,ass_55ef34f75fb53,
496,27866,motor control is measured by the contrast of reaction time of participant minus average reaction time of controls trials in the simple reaction time task,100,positive,ass_4dfa90f6ec7ec,
497,27867,source memory is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the source memory test,100,positive,ass_4dfa9512794bb,
498,27868,source memory is measured by the contrast of accuracy of recognition minus accuracy of source identification trials in the source memory test,100,positive,ass_4dfa95127a64e,
499,27869,context memory is measured by the contrast of accuracy of recognition minus accuracy of source identification trials in the source memory test,100,positive,ass_4dfa9528b22c7,
500,27870,visual memory is measured by the contrast of accuracy of recognition minus accuracy of source identification trials in the source memory test,100,positive,ass_4dfa95741c9f6,
501,27871,iconic memory is a kind of visual memory,100,positive,ass_4dfa9591c3f40,
502,27872,spatial memory is measured by the contrast of accuracy of recognition minus accuracy of source identification trials in the source memory test,100,positive,ass_4dfa95b133b8c,
503,27873,spatial working memory is measured by the contrast of 3-back minus 0-back trials in the spatial n-back task,100,positive,ass_4dfb9b2f9a667,
504,27874,spatial ability is measured by the contrast of 0-back trials in the spatial n-back task,100,positive,ass_4dfb9b4d73f11,
505,27875,serial search is measured by the contrast of average response time trials in the Sternberg delayed recognition task,70,positive,ass_4dfbaf92ed5dd,
506,27876,maintenance is measured by the contrast of accuracy of immediate recognition test minus accuracy of delayed test trials in the Sternberg delayed recognition task,100,positive,ass_4dfbb02ad3fe5,
507,27877,working memory retrieval is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Sternberg delayed recognition task,100,positive,ass_4dfbb0a7e73be,
508,27878,response inhibition is measured by the contrast of incongruent minus congruent trials in the Stroop task,100,positive,ass_4dfbb9e483749,
509,27879,Subjective Emotional Picture Discrimination is a broader synonym of International Affective Picture System,100,positive,ass_4dfbcfe46e9fb,broader
510,27880,emotion perception is measured by the contrast of emotional rating to picture stimuli minus emotional rating to neutral baseline picture trials in the Subjective Emotional Picture Discrimination,100,positive,ass_4dfbd173e8f4d,
511,27881,symbol-digit substitution is an exact synonym of Digit/Symbol Coding test,100,positive,ass_4dfbd22e90313,exact
512,27882,symbol-digit substitution is descended from Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4dfbd31e23431,
513,27883,Symptom Checklist-90-Revised  is related to Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) Axis I Disorder,100,positive,ass_4dfbda0a0114a,related
514,27884,mood is measured by the contrast of the examiner's evaluation trials in the Structured Clinical Interview for Diagnostic and Statistical Manual of Mental Disorders (DSM-IV) Axis I Disorder,100,positive,ass_4dfbda37a116c,
515,27885,mood is measured by the contrast of standard deviation from the mean score trials in the Symptom Checklist-90-Revised ,100,positive,ass_4dfbda427c594,
516,27886,syntactic parsing is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the syntactic acceptability judgement task,100,positive,ass_4dfbe0c2a8f4e,
517,27887,grammatical encoding is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the syntactic acceptability judgement task,100,positive,ass_4dfbe0da43195,
518,27888,linguistic competence is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the syntactic acceptability judgement task,100,positive,ass_4dfbe10450eb4,
519,27889,syntactic parsing is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Syntactic Discrimination,100,positive,ass_4dff80d713ebb,
520,27890,text comprehension is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Syntactic Discrimination,100,positive,ass_4dff83327064b,
521,27891,text comprehension is measured by the contrast of response time to implausible sentences minus response time to plausible sentences trials in the Syntactic Discrimination,100,positive,ass_4dff833271194,
522,27892,inhibition of return is measured by the contrast of response time to second stimulus minus response time to first stimulus trials in the Tactile Monitor/Discrimination,100,positive,ass_4dff8752850cf,
523,27893,somatosensory perception is measured by the contrast of precision of participant minus precision of controls trials in the Tactile Monitor/Discrimination,100,positive,ass_4dff87a2e04d8,
524,27894,task-switching  is related to Set-shifting task,100,positive,ass_4dff8826de193,related
525,27895,syntactic discrimination is a synonym of syntactic acceptability judgement task,100,positive,ass_4dff8855dc3d1,related
526,27896,attention shifting is measured by the contrast of switch trial - repeat trial = switch cost trials in the task-switching ,100,positive,ass_4dff89f1dced1,
527,27897,set shifting is measured by the contrast of switch trial - repeat trial = switch cost in the task-switching ,100,positive,ass_563fbbd7d7bc7,
528,27898,response execution is measured by the contrast of easy trials all in the temporal discounting task,100,positive,ass_55ef2ec1181a0,
529,27899,visual number recognition is measured by the contrast of easy trials all in the temporal discounting task,100,positive,ass_55ef2ead9936f,
530,27900,response selection is measured by the contrast of easy trials all in the temporal discounting task,100,positive,ass_55ef2eb95078a,
531,27901,language comprehension is measured by the contrast of standard deviation from the mean score trials in the Test of Word Reading Efficiency,100,positive,ass_4dff9b891b934,
532,27902,lexical processing is measured by the contrast of standard deviation from the mean score trials in the Test of Word Reading Efficiency,100,positive,ass_4dff9bc2bcfa1,
533,27903,The Cups Task is an exact synonym of Cups task,100,positive,ass_4dffa6f174334,exact
534,27904,theory of mind is measured by the contrast of average score minus participant's score trials in the Theory of Mind Task,100,positive,ass_4dffacbb7a15d,
535,27905,empathy is measured by the contrast of average score minus participant's score trials in the Theory of Mind Task,100,positive,ass_4dffad1faad12,
536,27906,emotional intelligence is measured by the contrast of average score minus participant's score trials in the Theory of Mind Task,100,positive,ass_4dffad3db4f3e,
537,27907,Tobacco Craving Questionnaire is related to Fagerstrom Test for Nicotine Dependence,100,positive,ass_4dffb4b6e8525,related
538,27908,tone monitor/discrimination is a synonym of Pitch Monitor/Discrimination,100,positive,ass_4dffb509a611b,exact
539,27909,tone monitor/discrimination is a synonym of Passive Listening,70,positive,ass_4dffb51fa8534,related
540,27910,acoustic phonetic processing is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Tone Monitor/Discrimination,100,positive,ass_4dffb7d57c2d7,
541,27911,visual search is measured by the contrast of ANOVA of time by age group trials in the Trail Making Test A and B,100,positive,ass_4dffbb3a6dbba,
542,27912,phonological comparison is a kind of  phonological processing,70,positive,ass_565294893fdf5,
543,27913,response conflict is a kind of  task difficulty,70,positive,ass_563fea4504345,
544,27914,serial processing is measured by the contrast of ANOVA of time by age group trials in the Trail Making Test A and B,100,positive,ass_4dffbc14d550e,
545,27915,inhibition is measured by the contrast of MEPs during stimulation minus baseline trials in the Transcranial Magnetic Stimulation,100,positive,ass_4dffcc481e8b1,
546,27916,motor control is measured by the contrast of MEPs during stimulation minus baseline trials in the Transcranial Magnetic Stimulation,100,positive,ass_4dffcc5cca9ad,
547,27917,language production is measured by the contrast of MEPs during stimulation minus baseline trials in the Transcranial Magnetic Stimulation,100,positive,ass_4dffcc73888aa,
548,27918,visual search is measured by the contrast of # correct minus # incorrect/30 or 60 seconds trials in the Underlining Test,100,positive,ass_4dffd601e6a2d,
549,27919,chunking is measured by the contrast of Unspaced Four-Letter Word trials in the Underlining Test,50,positive,ass_4dffd6968d8af,
550,27920,cognitive control is measured by the contrast of # correct minus # incorrect/30 or 60 seconds trials in the Underlining Test,100,positive,ass_4dffd6fe2d486,
551,27921,goal maintenance is measured by the contrast of # correct minus # incorrect/30 or 60 seconds trials in the Underlining Test,100,positive,ass_4dffd7325cb9a,
552,27922,spatial ability is measured by the contrast of average time of men minus average time of women trials in the Vandenberg & Kuse Tasks,100,positive,ass_4dffdf320e175,
553,27923,spatial ability is measured by the contrast of areas of activation during task minus baseline trials in the Vandenberg & Kuse Tasks,100,positive,ass_4dffdf320f191,
554,27924,mental rotation is measured by the contrast of participant's time minus average time trials in the Vandenberg & Kuse Tasks,100,positive,ass_4dffdf8cad7db,
555,27925,somatosensory perception is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Vibrotactile Monitor/Discrimination,100,positive,ass_4e00ccd644172,
556,27926,Vibrotactile Monitor/Discrimination is related to Tactile Monitor/Discrimination,100,positive,ass_4e00cceacd236,related
557,27927,spatial ability is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Vibrotactile Monitor/Discrimination,100,positive,ass_4e00cda84b474,
558,27928,spatial ability is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the visual alignment task ,100,positive,ass_4e00e3b615003,
559,27929,visual perception is measured by visual alignment task ,100,positive,ass_4e00e42045ef6,
560,27930,visual attention is measured by the contrast of reaction time after some manipulation minus reaction time at baseline trials in the Visual Distractor/Visual Attention,100,positive,ass_4e00feffdf737,
561,27931,visual working memory is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the Visual Distractor/Visual Attention,100,positive,ass_4e00ff49782df,
562,27932,attention shifting is measured by the contrast of reaction time after some manipulation minus reaction time at baseline trials in the Visual Distractor/Visual Attention,100,positive,ass_4e00ff7a1f3bd,
563,27933,visual search is measured by the contrast of path of eye movements trials in the Visual Distractor/Visual Attention,100,positive,ass_4e00fffd6ff77,
564,27934,visual search is measured by the contrast of path of eye movements trials in the Visual Pursuit/Tracking,100,positive,ass_4e0104f89fa00,
565,27935,visual attention is measured by the contrast of d' (difference between correct identifications and false alarms) trials in the Visual Pursuit/Tracking,100,positive,ass_4e010572575cc,
566,27936,selective attention is measured by the contrast of path of eye movements trials in the Visual Pursuit/Tracking,100,positive,ass_4e01065aac8ba,
567,27937,precueing is measured by the contrast of reaction time to incongruent cues minus reaction time to congruent cues trials in the visuospatial cueing task,70,positive,ass_4e010b8967eac,
568,27938,visual attention is measured by the contrast of reaction time to incongruent cues minus reaction time to congruent cues trials in the visuospatial cueing task,100,positive,ass_4e010bb035075,
569,27939,attention shifting is measured by the contrast of reaction time to incongruent cues minus reaction time to congruent cues trials in the visuospatial cueing task,100,positive,ass_4e010bdf6151d,
570,27940,Wechsler Abbreviated Scale of Intelligence is descended from Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e011ced7af86,
571,27941,spatial ability is measured by the contrast of Block Design trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011d1833f91,
572,27942,verbal fluency is measured by the contrast of Vocabulary trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011d3adf92a,
573,27943,semantic knowledge is measured by the contrast of Similarities trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011d5c7983b,
574,27944,logical reasoning is measured by the contrast of Matrix Reasoning trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011d9290360,
575,27945,crystallized intelligence is measured by the contrast of Block Design trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011dad1add6,
576,27946,fluid intelligence is measured by the contrast of Matrix Reasoning trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011e0316df5,
577,27947,cognitive development is measured by the contrast of participant IQ minus average IQ trials in the Wechsler Abbreviated Scale of Intelligence,100,positive,ass_4e011e4c6563b,
578,27948,mental arithmetic is measured by the contrast of Arithmetic trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e0129f85bd66,
579,27949,verbal fluency is measured by the contrast of Vocabulary trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012a3d7ae27,
580,27950,semantic knowledge is measured by the contrast of Information trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012a76291e0,
581,27951,semantic knowledge is measured by the contrast of Comprehension trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012a762994c,
582,27952,semantic knowledge is measured by the contrast of Similarities trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012a7629f29,
583,27953,semantic knowledge is measured by the contrast of Picture Completion trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012a762a517,
584,27954,crystallized intelligence is measured by the contrast of Arithmetic trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012aba7d7d4,
585,27955,crystallized intelligence is measured by the contrast of Block Design trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012aba7df43,
586,27956,logical reasoning is measured by the contrast of Picture Completion trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012aebaf065,
587,27957,logical reasoning is measured by the contrast of Picture Arrangement trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012aebaf7ee,
588,27958,cognitive development is measured by the contrast of participant IQ minus average IQ trials in the Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012b5bdefac,
589,27959,Wechsler Memory Scale Fourth Edition is descended from Wechsler Adult Intelligence Scale - Revised,100,positive,ass_4e012c2b18ddb,
590,27960,verbal memory is measured by the contrast of Vocabulary trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e0132ec435c7,
591,27961,verbal memory is measured by the contrast of Verbal Paired Associates trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e0132ec44082,
592,27962,auditory memory is measured by the contrast of Symbol Span trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e01332774366,
593,27963,visuospatial sketch pad is measured by the contrast of Visual Reproduction trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e013349646c4,
594,27964,visuospatial sketch pad is measured by the contrast of Spatial Addition trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e01334964db7,
595,27965,retrieval cue is measured by the contrast of Verbal Paired Associates trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e0133a4667b0,
596,27966,retention is measured by the contrast of immediate score minus delayed score trials in the Wechsler Memory Scale Fourth Edition,100,positive,ass_4e01340f5114f,
597,27967,response execution is measured by the contrast of standard deviation from the mean score in the nine-hole peg test,100,positive,ass_563fdc24c7bf5,
598,27968,WISC-R Mazes is an exact synonym of Porteus maze test,100,positive,ass_4e02192a3c4bc,exact
599,27969,spatial ability is measured by the contrast of participant score minus average score trials in the WISC-R Mazes,100,positive,ass_4e0219f52da11,
600,27970,attentional focusing is measured by the contrast of participant score minus average score trials in the WISC-R Mazes,100,positive,ass_4e021a2b782f8,
601,27971,conceptual planning is measured by the contrast of participant score minus average score trials in the WISC-R Mazes,100,positive,ass_4e021a49514e3,
602,27972,animacy perception is a kind of  theory of mind,70,positive,ass_563fedc3a992b,
603,27973,inference is a kind of  decision making,70,positive,ass_563fec7acf544,
604,27974,conceptual skill is measured by the contrast of Total number of categories acheived trials in the Wisconsin Card Sorting test,100,positive,ass_4e021cc915f0d,
605,27975,phonological encoding is measured by the contrast of reading comprehension age minus real age trials in the word attack,100,positive,ass_4e022ae1470e2,
606,27976,reading is measured by the contrast of reading comprehension age minus real age trials in the word attack,100,positive,ass_4e022afb6acb9,
607,27977,morphological processing is measured by the contrast of reading comprehension age minus real age trials in the word attack,100,positive,ass_4e022b2d25c78,
608,27978,semantic processing is measured by the contrast of number of words divided by time trials in the Word generation task,100,positive,ass_4e02309a1a60e,
609,27979,verbal fluency is measured by the contrast of number of words divided by time trials in the Word generation task,100,positive,ass_4e0231e8bbb8a,
610,27980,lexical access is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the word identification,100,positive,ass_4e023e79deab3,
611,27981,preattentive processing is measured by the contrast of primed identification trials in the word identification,100,positive,ass_4e023eb0144fe,
612,27982,working memory is measured by the contrast of response time to known words minus (or learned words) response time to unknown words trials in the word identification,100,positive,ass_4e023f2498af6,
613,27983,iconic memory is measured by the contrast of perceptual identification trials in the word identification,100,positive,ass_4e02405f5348b,
614,27984,lexical access is measured by the contrast of areas of activation during task minus baseline trials in the Word Stem Completion (Covert),100,positive,ass_4e0244f1cafee,
615,27985,verbal fluency is measured by the contrast of ERP strength minus baseline trials in the Word Stem Completion (Covert),100,positive,ass_4e0245ec106fd,
616,27986,Word Stem Completion (Overt) is related to Word Stem Completion (Covert),100,positive,ass_4e025219f24eb,related
617,27987,verbal fluency is measured by the contrast of ERP strength minus baseline trials in the Word Stem Completion (Overt),100,positive,ass_4e02548725cb4,
618,27988,lexical access is measured by the contrast of areas of activation during covert minus areas of activation during overt trials in the Word Stem Completion (Overt),100,positive,ass_4e02549f14364,
619,27989,speech production is measured by the contrast of areas of activation during covert minus areas of activation during overt trials in the Word Stem Completion (Overt),100,positive,ass_4e0254d1abc4a,
620,27990,semantic knowledge is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the word-picture verification task,100,positive,ass_4e0256d789924,
621,27991,semantic processing is measured by the contrast of response time to non-matching minus response time to matching trials in the word-picture verification task,100,positive,ass_4e02573eba52a,
622,27992,sublexical route is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Writing Task,100,positive,ass_4e025de6a7972,
623,27993,motor control is measured by the contrast of pressure exerted by participant minus average pressure trials in the Writing Task,100,positive,ass_4e025e0105fca,
624,27994,motor control is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Writing Task,100,positive,ass_4e025e01065b5,
625,27995,lexical encoding is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Writing Task,100,positive,ass_4e025ebe4b837,
626,27996,articulatory rehearsal is measured by the contrast of areas of activation during task minus baseline trials in the Recitation/Repetition (Covert),100,positive,ass_4e0263333b8e9,
627,27997,reward anticipation is a part of  reward learning,70,positive,ass_563fde5c5dc0f,
628,27998,active maintenance is measured by the contrast of areas of activation during task minus baseline trials in the Recitation/Repetition (Covert),100,positive,ass_4e026415f09ec,
629,27999,speech production is measured by the contrast of areas of activation during covert minus areas of activation during overt trials in the Recitation/Repetition (Overt),100,positive,ass_4e026745e4bc6,
630,28000,active maintenance is measured by the contrast of areas of activation during task minus baseline trials in the Recitation/Repetition (Overt),100,positive,ass_4e02679415ec6,
631,28001,articulatory rehearsal is measured by the contrast of areas of activation during task minus baseline trials in the Recitation/Repetition (Overt),100,positive,ass_4e0267c36d51e,
632,28002,inhibition is a kind of  cognitive control,100,positive,ass_560084da090fc,
633,28003,encoding is a part of  memory,100,positive,ass_55132257b99c4,
634,28004,Reading (Covert) is related to Reading (Overt),100,positive,ass_4e02685b9533c,related
635,28005,mood is measured by the contrast of State Affect trials in the Positive and Negative Affect Scale,100,positive,ass_4e02717d01f23,
636,28006,happiness is measured by the contrast of standard deviation from the mean score trials in the Positive and Negative Affect Scale,100,positive,ass_4e0271da0d695,
637,28007,sadness is measured by the contrast of standard deviation from the mean score trials in the Positive and Negative Affect Scale,100,positive,ass_4e027222e0296,
638,28008,spatial ability is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Spatial/Location Discrimination,100,positive,ass_4e037b93d46cb,
639,28009,pain is measured by the contrast of pain at baseling minus pain during acupunture trials in the Acupuncture Task,100,positive,ass_4e0382ff3b339,
640,28010,excitation is measured by the contrast of areas of activation during task minus baseline trials in the Acupuncture Task,100,positive,ass_4e03836ce57b7,
641,28011,conjunction search is measured by the contrast of reaction time (to detect target) to one stimulus minus reaction time to paired stimuli trials in the audio-visual target-detection task,100,positive,ass_4e038c2bcd007,
642,28012,serial search is measured by the contrast of reaction time of participant minus average reaction time of controls trials in the audio-visual target-detection task,100,positive,ass_4e038c49c4bab,
643,28013,selective attention is measured by the contrast of accuracy without distractors minus accuracy with distractors trials in the audio-visual target-detection task,100,positive,ass_4e038c6ae0e98,
644,28014,audiovisual perception is measured by the contrast of reaction time (to detect target) to one stimulus minus reaction time to paired stimuli trials in the audio-visual target-detection task,100,positive,ass_4e038ce5ad463,
645,28015,reading is measured by the contrast of areas of activation while reading words or sentences minus reading control dots trials in the Braille Reading Task,100,positive,ass_4e0395798d431,
646,28016,perceptual learning is measured by the contrast of areas of activation of early blind minus areas of activation of late blind trials in the Braille Reading Task,100,positive,ass_4e0395ba7efd0,
647,28017,language processing is measured by the contrast of areas of activation while reading words or sentences minus reading control dots trials in the Braille Reading Task,100,positive,ass_4e0395f7abf6a,
648,28018,motor control is measured by the contrast of areas of activation during task minus baseline trials in the Chewing/Swallowing,100,positive,ass_4e039a12255c3,
649,28019,Cued Explicit Recognition is a narrower synonym of delayed recognition task,100,positive,ass_4e03a2f74276b,narrower
650,28020,long-term memory is measured by ,100,positive,ass_4e03a9075b5b4,
651,28021,object recognition is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the delayed recognition task,100,positive,ass_4e03a943e5162,
652,28022,delayed recognition task is related to recognition memory test,100,positive,ass_4e03a995cdaba,related
653,28023,motor control is measured by the contrast of average degrees of movement minus participant degrees of movement trials in the Flexion/Extension,100,positive,ass_4e03aeafd4b88,
654,28024,conditional reasoning is measured by the contrast of participant's responses vs. Nash equilibrium equation trials in the matching pennies game ,100,positive,ass_4e03b3d81ab98,
655,28025,logical reasoning is measured by the contrast of participant's responses vs. Nash equilibrium equation trials in the matching pennies game ,100,positive,ass_4e03b40598c82,
656,28026,semantic knowledge is measured by the contrast of areas of activation during task minus baseline trials in the Naming (Covert),100,positive,ass_4e03b7162150a,
657,28027,lexical access is measured by the contrast of areas of activation during task minus baseline trials in the Naming (Covert),100,positive,ass_4e03b74c89946,
658,28028,naming (overt) is a synonym of naming (covert),100,positive,ass_4e03b76622197,related
659,28029,semantic knowledge is measured by the contrast of areas of activation during task minus baseline trials in the Naming (Overt),100,positive,ass_4e03b90237f77,
660,28030,lexical access is measured by the contrast of areas of activation during task minus baseline trials in the Naming (Overt),100,positive,ass_4e03b91c3dcc7,
661,28031,verbal fluency is measured by the contrast of accuracy of participant minus average accuracy of controls trials in the Naming (Overt),100,positive,ass_4e03b93a97c09,
662,28032,risk seeking is measured by the contrast of response time to risky choices minus response time to non-risky choices trials in the Non-choice task to study expected value and uncertainty,100,positive,ass_4e03bd7ce7203,
663,28033,risk seeking is measured by the contrast of number of participant's risky choices minus average number of risky choices trials in the Non-choice task to study expected value and uncertainty,100,positive,ass_4e03bd7ce7c10,
664,28034,creative cognition is measured by the contrast of converted A and B error score trials in the Hayling Sentence Completion Test,100,positive,ass_4e08edd4b9513,
665,28035,response inhibition is measured by the contrast of Initiation minus Inhibition trials in the Hayling Sentence Completion Test,100,positive,ass_4e08ee20e1c70,
666,28036,sentence comprehension is measured by the contrast of Initiation trials in the Hayling Sentence Completion Test,100,positive,ass_4e08ee459f680,
667,28037,phonological working memory is measured by the contrast of 3-back minus 0-back trials in the letter n-back task,100,positive,ass_4e08f5fb7034f,
668,28038,chunking is measured by the contrast of supra-span minus span trials in the Span/Supra-Span Test,100,positive,ass_4e08fbbac70b6,
669,28039,sequence learning is measured by the contrast of supra-span minus span trials in the Span/Supra-Span Test,100,positive,ass_4e08fc52792ef,
670,28040,cognitive load is measured by the contrast of supra-span minus span trials in the Span/Supra-Span Test,100,positive,ass_4e08fc908b05e,
671,28041,working memory is measured by the contrast of supra-span minus span trials in the Span/Supra-Span Test,100,positive,ass_4e08fcb57f68c,
