,node_id,name,condition_text,prop_id,condition_description
227,24606,Stimulation at PT+1.3Â°C,Stimulation at PT+1.3Â°C,con_4e5e7bef29b14,Heat stimulation at pain threshold plus 1.3Â°C
228,24607,Baseline,Baseline,con_4e5e7c35246cc,"Rest, stimulation at skin temperature"
229,24608,Baseline,Baseline,con_4e5fcdd5bc764,Stimulation with indifferent temperature â not warm and not cold (around skin temperature)
230,24609,Warm,Warm,con_4e5fce1e14d37,"Stimulation with warm, but not painful, temperature"
231,24610,Cool,Cool,con_4e5fce7f45ec7,"Stimulation with cold, but not painful, temperature"
232,24611,Heat pain,Heat pain,con_4e5fced0a43a0,Stimulation with painful heat stimulus
233,24612,Cold pain ,Cold pain ,con_4e5fcf1a7fb30,Stimulation with painful cold stimulus
234,24613,Thermal grill ,Thermal grill ,con_4e5fcf4da0d3e,Stimulation with thermal grill
235,24614,No Pain,No Pain,con_4e6112c1b51c1,"Not painful thermal (hot/cold), electrical, chemical or mechanical stimulation"
236,24615,Pain,Pain,con_4e6112fc0a8c4,"Painful thermal (hot/cold), electrical, chemical or mechanical stimulation"
237,24616,No Pain,No Pain,con_4e6121f28cb21,"Not painful thermal (hot/cold), electrical, or mechanical stimulation"
238,24617,Pain,Pain,con_4e6122135c5e3,"Painful thermal (hot/cold), electrical, or mechanical stimulation"
239,24618,Noxious Cold ,Noxious Cold ,con_4e664d8cc1085,A noxious cold stimulus is applied to the skin
240,24619,Innocuous Cool ,Innocuous Cool ,con_4e664dde482aa,An innocuous cool stimulus is applied to the skin
241,24620,Neutral ,Neutral ,con_4e664e057e8b3,A neutral thermal stimulus is applied to the skin
242,24621,Painful,Painful,con_4e68e0ec9397f,Application of a painful electric stimulus
243,24622,Non-Painful ,Non-Painful ,con_4e68e1280bb1b,Application of a non-painful electric stimulus
244,24623,Baseline,Baseline,con_4e68e14867ee2,Rest
245,24624,Capsaicin-Evoked Pain ,Capsaicin-Evoked Pain ,con_4e6a2f906c4ec,Intradermal injection of capsaicin
246,24625,Rest,Rest,con_4e6a2fa945aff,"Rest, no stimulation"
247,24626,Baseline,Baseline,con_4e6a345e36b25,Stimulation at skin temperature
248,24627,Heat Stimulation,Heat Stimulation,con_4e6a34c8e3614,Heat stimulus above pain threshold
249,24628,Cold Task ,Cold Task ,con_4e6a453d055e8,Application of cold but not painful water
250,24629,Pain Task ,Pain Task ,con_4e6a45b172df5,Application of painful cold water
251,24630,Baseline,Baseline,con_4e6a45d9eae6d,No application of water
252,24631,Match trials,Match trials,con_4e8a0f0c33eb1,Trials on which the same shape is presented twice
253,24632,Mismatch trials,Mismatch trials,con_4e8a0f2605595,Trials on which different objects are presented
254,24633,Deterministic classification trials,Deterministic classification trials,con_4ebc64ff11a11,trials on which the subject classifies items
255,24634,blocks of both probabilistic classification trials and deterministic classification trials,blocks of both probabilistic classification trials and deterministic classification trials,con_4ebc684fbf0dd,trials on which the subject classifies items
256,24635,tone counting trials,tone counting trials,con_4ebc6aeadbf81,trials on which a subject listens and rembers that a tone was presented
257,24636,classification learning trials,classification learning trials,con_4ebc7658154a6,trials on which the subject classifies items
258,24637,classification learning trials,classification learning trials,con_4ebc98faf2729,trials on which the subject classifies items while also listening for a specific tone and keeps count of how many times it occurs
259,24638,tone-counting probe,tone-counting probe,con_4ebc9926b5598,probe for the number of times that the relevant tone was presented
260,24639,Gamble judgment,Gamble judgment,con_4ebd3eeacf977,Judgment of whether to accept or reject a particular gamble
261,24640,feedback,feedback,con_4ebd3c8329fd8,presentation of feedback following response
262,24641,Classification trials: Probabilistic,Classification trials: Probabilistic,con_4ebd3d3ded757,Classification on items learned with probabilistic feedback
263,24642,Classification trials: Deterministic,Classification trials: Deterministic,con_4ebd3d74160ea,Classification on items learned with deterministic feedback
264,24643,Failed stop trial,Failed stop trial,con_4ebd40282d26c,Trial on which subject fails to successfully inhibit
265,24644,Junk trial,Junk trial,con_4ebd4046e2ef7,Go trial on which subject fails to respond or responds incorrectly
266,24645,Go trials - critical,Go trials - critical,con_4ebd4179ce36d,Go trial on which the response corresponds to the one that should be inhibited on stop trials
267,24646,Go trials - noncritical,Go trials - noncritical,con_4ebd419090a49,Go trial on which the response corresponds to the one that should not be inhibited on stop trials
268,24647,Failed stop trial - critical,Failed stop trial - critical,con_4ebd41c62e086,"Trials on which a stop signal was presented and the response was the critical one (i.e., the one that should be inhibited)"
269,24648,Failed stop trial - noncritical,Failed stop trial - noncritical,con_4ebd41ebc1bbc,"Trials on which a stop signal was presented and the response was the noncritical one (i.e., the one that should not be inhibited)"
270,24649,Probe,Probe,con_4ebd4262dc8f7,Presentation of a probe regarding the number of tones counted in the block
271,24650,Probe,Probe,con_4ebd43333ae4d,Probe asking which of two numbers is higher
272,24651,Classification trials: Single task learning,Classification trials: Single task learning,con_4ebd43e58784f,Classification on items learned under single task conditions
273,24652,Classification trials: Dual task learning,Classification trials: Dual task learning,con_4ebd43fca537f,Classification on items learned under dual task conditions
274,24653,Junk trial,Junk trial,con_4ebd44252ef5e,Trials on which subject did not respond or made an error
275,24654,EE-Abstract-Novel,EE-Abstract-Novel,con_4ebd44f6ce988,Novel abstract English word
276,24655,EE-Abstract-Repeat,EE-Abstract-Repeat,con_4ebd457616acf,Repeated abstract English word (first seen in English)
277,24656,Probabilistic classification trials: Positive feedback,Probabilistic classification trials: Positive feedback,con_4ebd45f01543f,Trials on which subject classifies item and receives positive feedback
278,24657,Probabilistic classification trials: Negative feedback,Probabilistic classification trials: Negative feedback,con_4ebd45fd32ef6,Trials on which subject classifies item and receives negative feedback
279,24658,Probabilistic reversal learning trials: Positive feedback,Probabilistic reversal learning trials: Positive feedback,con_4ebd46789f909,Trials on which subject classifies item under reversal conditions and receives positive feedback
280,24659,Probabilistic reversal learning trials: Negative feedback,Probabilistic reversal learning trials: Negative feedback,con_4ebd469d8a3c9,Trials on which subject classifies item under reversal conditions and receives negative feedback
281,24660,House,House,con_4ebd47cf0dfed,Images of houses
282,24661,Scrambled,Scrambled,con_4ebd47de279d1,Scrambled images
283,24662,Words,Words,con_4ebd4851b94e8,Real words
284,24663,Consonant strings,Consonant strings,con_4ebd485d8c036,Consonant strings
285,24664,Objects,Objects,con_4ebd488f5a316,Images of various visual objects
286,24665,feedback,feedback,con_4ebd4cf1e5218,presentation of feedback following response
287,24666,EE-Concrete-Novel,EE-Concrete-Novel,con_4ebd50a63e4fd,Novel concrete English word
288,24667,ES-Abstract-Novel,ES-Abstract-Novel,con_4ebd51abcad7e,Novel abstract English word
289,24668,ES-Concrete-Novel,ES-Concrete-Novel,con_4ebd5208da2ca,Novel concrete English word
290,24669,SE-Abstract-Novel,SE-Abstract-Novel,con_4ebd524b68628,Novel abstract Spanish word
291,24670,SE-Concrete-Novel,SE-Concrete-Novel,con_4ebd527776c01,Novel concrete Spanish word
292,24671,SS-Abstract-Novel,SS-Abstract-Novel,con_4ebd529e6b0db,Novel abstract Spanish word
293,24672,SS-Concrete-Novel,SS-Concrete-Novel,con_4ebd52c09f52f,Novel concrete Spanish word
294,24673,Congruent Correct,Congruent Correct,con_4ebd59c1122ae,Participants respond correctly to a congruent cue
295,24674,Congruent Incorrect,Congruent Incorrect,con_4ebd59ee5e939,Participants respond incorrectly to a congruent cue
296,24675,Incongruent Correct,Incongruent Correct,con_4ebd5a0be306a,Participants respond correctly to a incongruent cue
297,24676,Incongruent incorrect,Incongruent incorrect,con_4ebd5a24bee02,Participants respond incorrectly to a incongruent cue
298,24677,Cat,Cat,con_4ebd5aadbbcc9,Images of cats
299,24678,Shoe,Shoe,con_4ebd5abb4cf5a,images of shoes
300,24679,Bottle,Bottle,con_4ebd5ac6c401f,images of bottles
301,24680,Scissors,Scissors,con_4ebd5ae179420,Images of scissors
302,24681,Chair,Chair,con_4ebd5af004f7e,Images of chairs
303,24682,Face,Face,con_4ebd5afbab5b2,Images of faces
304,24683,EE-Concrete-Repeat,EE-Concrete-Repeat,con_4ebd5c919bc58,Repeated concrete English word (first seen in English)
305,24684,ES-Abstract-Repeat,ES-Abstract-Repeat,con_4ebd5d114a4ec,Repeated abstract Spanish word (first seen in English)
306,24685,Junk single-task items,Junk single-task items,con_4ebd69416a180,Single task items on which the subject did not respond or made an error
307,24686,Junk dual-task items,Junk dual-task items,con_4ebd697931d91,Dual task items on which the subject did not respond or made an error
308,24687,ES-Concrete-Repeat,ES-Concrete-Repeat,con_4ebd6c63c9327,Repeated concrete Spanish word (first seen in English) 
309,24688,SE-Abstract-Repeat,SE-Abstract-Repeat,con_4ebd6ca71ac1f,Repeated abstract English word (first seen in Spanish)
310,24689,SE-Concrete-Repeat,SE-Concrete-Repeat,con_4ebd6d2831524,Repeated concrete English word (first seen in Spanish)
311,24690,SS-Abstract-Repeat,SS-Abstract-Repeat,con_4ebd6dbecfcad,Repeated abstract Spanish word (first seen in Spanish)
312,24691,SS-Concrete-Repeat,SS-Concrete-Repeat,con_4ebd6de3528c0,Repeated abstract Spanish word (first seen in Spanish)
313,24692,Congruent Correct,Congruent Correct,con_4ebd8d721c4dc,the participant is shown a stimulus flanked by some congruent image (the same letter or number as the stimulus or arrows pointing in the same direction as the target stimulus) and makes a correct response
314,24693,Congruent Incorrect,Congruent Incorrect,con_4ebd8ded947c1,the participant is shown a stimulus flanked by some congruent image (the same letter or number as the stimulus or arrows pointing in the same direction as the target stimulus) and makes an incorrect response
315,24694,Incongruent Correct,Incongruent Correct,con_4ebd8e0b9844c,the participant is shown a stimulus flanked by incongruent images (different letters or numbers or arrows pointing in the opposite direction) and makes a correct response
316,24695,Incongruent Incorrect,Incongruent Incorrect,con_4ebd8e2098713,the participant is shown a stimulus flanked by incongruent images (different letters or numbers or arrows pointing in the opposite direction) and makes an incorrect response
317,24696,Go trials - critical,Go trials - critical,con_4edcf376a11cb,Go trial on which the response corresponds to the one that should be inhibited on stop trials
318,24697,Go trials - noncritical,Go trials - noncritical,con_4edcf39c3717e,Go trial on which the response corresponds to the one that should not be inhibited on stop trials
319,24698,Successful stop,Successful stop,con_4edcf3d070d1c,Stop trial on which subjects successfully inhibit
320,24699,Failed stop trial - critical,Failed stop trial - critical,con_4edcf401c4af4,"Trials on which a stop signal was presented and the response was the critical one (i.e., the one that should be inhibited)"
321,24700,Failed stop trial - noncritical,Failed stop trial - noncritical,con_4edcf41fb3c07,"Trials on which a stop signal was presented and the response was the noncritical one (i.e., the one that should not be inhibited)"
322,24701,Junk trial,Junk trial,con_4edcf52c2e669,Go trial on which subject fails to respond or responds incorrectly
323,24702,correct recall,correct recall,con_4f4182c4c2814,None
324,24703,pump,pump,con_4ffc9bb00438e,The participant chooses to pump the balloon
325,24704,cash-out,cash-out,con_4ffc9be8c0792,The participant decides to stop pumping and put current earnings into the bank.
326,24705,in-phase,in-phase,con_50047c8de6910,movement is consistent between hands
327,24706,out-of-phase,out-of-phase,con_50047c958d589,movement is different between hands
328,24707,invariant,invariant,con_50049a5650899,distractor stimuli locations repeated across blocks within a session
329,24708,variable,variable,con_50049a912aa4e,distractor stimuli locations generated anew for each block within a session
330,24709,congruent,congruent,con_50049f59bd0fb,None
331,24710,incongruent,incongruent,con_50049f664e93b,None
332,24711,neutral,neutral,con_50049f6d1e831,None
333,24712,consistent,consistent,con_5005c166b72f1,number is in a circle whose color follows the pattern specified
334,24713,inconsistent,inconsistent,con_5005c17b31d31,number is in a circle whose color does not follow the pattern specified
335,24714,part 1,part 1,con_5005c1fa09530,participant is to make pencil line connections in numerical order between 25 encircled numbers which are randomly arranged; odd numbers are in pink and even numbers are in yellow
336,24715,part 2,part 2,con_5005c260d8671,"all numbers 1-25 are shown twice, once in pink and once in yellow; participant is to connect in sequential order and to alternate between colors, ignoring circled numbers out of pattern"
337,24716,synonymous,synonymous,con_500707ba5da67,word played in unattended channel is synonymous with that being played concurrently in attended channel
338,24717,associated,associated,con_500707e2b72c6,word played in unattended channel is related to but not synonymous with that being played concurrently in attended channel
339,24718,unassociated,unassociated,con_500708152c906,word being played in unattended channel is entirely unrelated to that being played concurrently in attended channel
340,24719,identical,identical,con_50070cba6b797,second number is identical to the first
341,24720,false alarm,false alarm,con_50070cd634c82,"second number is similar to the first in composition and order, but one digit is different"
342,24721,different,different,con_50070cea20c7b,second number is dissimilar from first
343,24722,false alarm,false alarm,con_50070f0e8bf1e,"second number is similar to the first in composition and order, but one digit is different"
344,24723,identical,identical,con_50070ef8a9847,second number is identical to the first
345,24724,different,different,con_50070f1e1f5b9,second number is dissimilar from first
346,24725,short,short,con_50071245a130e,delay of 5 seconds
347,24726,long,long,con_5007125352caa,delay of 60 seconds
348,24727,one cue,one cue,con_5007126a901e8,one dot-shaped cue appears at a time
349,24728,two cues,two cues,con_50071276b50c8,two dot-shaped cues appear at a time
350,24729,standard,standard,con_50071a37b1d5d,participants are shown an 8.5&#34;x11&#34; sheet of paper with a 15cm x 10cm array of numbers and are instructed to cross out specific numbers
351,24730,distraction,distraction,con_50071a8868d23,like standard except that participants are to ignore numbers being read aloud at a rate of 1/s through earphones while completing the task
352,24731,valid,valid,con_5007214ea57b0,probe is preceded by specified cue
353,24732,invalid,invalid,con_50072163abcd6,probe is preceded by non-specified cue
354,24733,control,control,con_5007230227b63,each task performed individually
355,24734,dual,dual,con_5007231499001,tasks performed simultaneously
356,24735,experimental,experimental,con_500ed40dee3f2,a distractor from the prime trial is the target in the test trial
357,24736,control,control,con_500ed43a992dc,neither targets nor distractors are repeated across trials
358,24737,1 syllable,1 syllable,con_500edb7bb2eba,None
359,24738,2 syllables,2 syllables,con_500edb831bf11,None
360,24739,3 syllables,3 syllables,con_500edb89d30bb,None
361,24740,4 syllables,4 syllables,con_500edba4a9d54,None
362,24741,Arabic,Arabic,con_500f1c07cfd4d,numberals are represented in the Arabic system
363,24742,verbal,verbal,con_500f1c258ac99,numerals are represented as words 
364,24743,wordlike,wordlike,con_500f2884d0343,nonwords more closely resemble real words
365,24744,less wordlike,less wordlike,con_500f28a8b2663,nonwords less closely resemble real words
366,24745,congruent,congruent,con_5016d64fde9f0,name matches drawing
367,24746,incongruent,incongruent,con_5016d65d3d127,name does not match drawing
368,24747,time-based,time-based,con_5016ec35ef530,remembering to perform task in specified intervals
369,24748,event-based,event-based,con_5016ec5405d68,remembering to perform task after a specified event
370,24749,high importance,high importance,con_5016ec67d0741,task described as more important than alternative task
371,24750,low importance,low importance,con_5016ecccbb23a,task described as less important than alternative task
372,24751,normal,normal,con_5016ed2c51295,participant is only given prospective memory tasks
373,24752,demanding,demanding,con_5016ed5b9d173,participant performs prospective memory task and a competing task (e.g. listening for a digit named in an auditory stream)
374,24753,related,related,con_50183cc26e109,prime is related to target
375,24754,unrelated,unrelated,con_50183cd33de35,prime is unrelated to target
376,24755,identical,identical,con_50183ce33eec5,prime is identical to target
377,24756,unprimed,unprimed,con_50183e7dbc0ec,only target is presented
378,24757,target infrequent,target infrequent,con_501859fc9af83,"the first half of the test, in which the target:nontarget ratio is 1:3.5"
379,24758,target frequent,target frequent,con_50185a2f8cbc5,"the second half of the test, in which the target:nontarget ratio is 3.5:1"
380,24759,amnesic,amnesic,con_502014153aa0b,participants have severely impaired declarative memory
381,24760,walker,walker,con_50203ad19317b,points of light move at a rate and in a direction generated by an algorithm approximating human walking
382,24761,scrambled walker,scrambled walker,con_50203b19cc8ea,"point of light mirror the direction and speed of walker points, but their x or y coordinates are randomly shifted"
383,24762,control,control,con_5022f1292501d,participant performs engages in an analogous activity
384,24763,positive reinforcement,positive reinforcement,con_50240f36c3eb2,behavior is followed by grant of a rewarding stimulus
385,24764,negative reinforcement,negative reinforcement,con_50240f820328f,behavior is followed by removal of an aversive stimulus
386,24765,positive punishment,positive punishment,con_50240fc4ca92e,behavior is followed by grant of an aversive stimulus
387,24766,negative punishment,negative punishment,con_50240fdd1ff57,behavior is followed by removal of a rewarding stimulus
388,24767,N (neutral),N (neutral),con_50242136e2a98,no aversive stimulus presented
389,24768,P (predictable),P (predictable),con_5024215793bcc,aversive stimulus only presented after a specific cue
390,24769,U (unpredictable),U (unpredictable),con_5024217433505,aversive stimulus presented without relationship to cue
391,24770,cued,cued,con_50242249c5047,"segment within a given trial (either N, P, or U) during which cue is present"
392,24771,uncued,uncued,con_502422595ada7,"segment within a given trial (either N, P, or U) during which cue is absent"
393,24772,subitizing,subitizing,con_50295964c90b4,"the number of items to be counted is below a threshold above which participants must actively count, typically less than 4"
394,24773,counting,counting,con_502959925374c,"the number of items is past a certain threshold beyond which participants must actively count, typically >4"
395,24774,low load,low load,con_50295b35edd59,items to be counted are appraised for one feature (e.g. color or arrangement)
396,24775,high load,high load,con_50295b3ccdd3d,items to be counted are appraised for more than one feature (e.g. color and arrangement)
397,24776,method of limits,method of limits,con_502985c73076c,None
398,24777,staircase method,staircase method,con_502985cece499,None
399,24778,random,random,con_502a99f58d5d3,some proportion of dots is moving in a particular motion while the rest move randomly
400,24779,,None,con_502a9a6a70396,dots other than those in target array move in a specific direction
401,24780,operation span,operation span,con_504ca95bcec8c,Presentation of mathematical verification followed by word
402,24781,sleep deprived,sleep deprived,con_50b55df0387fb,the subjects have not had adequate sleep for one or more nights
403,24782,controls,controls,con_50b55e45ba1cb,the subjects get adequate sleep or have not undergone neurobehavioral change
404,24783,congruent,congruent,con_50b66686e34f2,the associations are congruent with the participant&#39;s beliefs (i.e. negative words are associated with obesity when the participant has an implicit bias against the obese)
405,24784,incongruent,incongruent,con_50b666a40f0c3,the associations are incongruent with the participant&#39;s beliefs (i.e. positive words are associated with obesity when the participant has an implicit bias against the obese)
406,24785,threat-congruent,threat-congruent,con_50df0bc1ce0ae,trials where a threat stimulus appears in the same spatial location as a probe
407,24786,threat-incongruent,threat-incongruent,con_50df0bed9919f,trial where a threat appears on the opposite spatial hemi-field as a probe
408,24787,reward-congruent,reward-congruent,con_50df0c0a20ea1,trials where a positive-valence stimulus appears in the same sptial location as a probe
409,24788,reward-incongruent,reward-incongruent,con_50df0c24926ec,trials where a positive stimulus appears on the opposite spatial hemi-field as a probe
410,24789,neutral,neutral,con_50df0c3a6aa52,trials where a probe follows two identical neutral stimuli
411,24790,Valid HC-Hit Cue,Valid HC-Hit Cue,con_50df0eb2562c4,valid cue where following object was a subsequent high confidence hit
412,24791,Valid HC-Hit Obj,Valid HC-Hit Obj,con_50df0ed536d9d,object that was a subsequent high confidence hit and that followed a valid cue
413,24792,Valid LC-Hit Cue,Valid LC-Hit Cue,con_50df0eeeee5b6,valid cue where following object was a subsequent low confidence hit
414,24793,Valid LC-Hit Obj,Valid LC-Hit Obj,con_50df0f098f736,object that was a subsequent low confidence hit and that followed a valid cue
415,24794,Valid Miss Cue,Valid Miss Cue,con_50df0f215cb96,valid cue where following object was a subsequent miss
416,24795,Valid Miss Obj,Valid Miss Obj,con_50df0f36c245d,object that was a subsequent miss and that followed a valid cue
417,24796,Invalid HC-Hit Cue,Invalid HC-Hit Cue,con_50df0f4e0b601,invalid cue where following object was a subsequent high confidence hit
418,24797,Invalid HC-Hit Obj,Invalid HC-Hit Obj,con_50df0f64eaf31,object that was a subsequent high confidence hit and that followed an invalid cue
419,24798,Invalid LC-Hit Cue,Invalid LC-Hit Cue,con_50df0f7c63c57,invalid cue where following object was a subsequent low confidence hit
420,24799,Invalid LC-Hit Obj,Invalid LC-Hit Obj,con_50df0f9232e1f,object that was a subsequent low confidence hit and that followed an invalid cue
421,24800,Invalid Miss Cue,Invalid Miss Cue,con_50df0fa9cc5ad,invalid cue where following object was a subsequent miss
422,24801,Invalid Miss Obj,Invalid Miss Obj,con_50df0fbf22cb6,object that was a subsequent miss and that followed an invalid cue
423,24802,Valid Other Obj Cue,Valid Other Obj Cue,con_50df0fe14a329,valid cue where following stimulus was an untested or no response object
424,24803,Valid Other Obj,Valid Other Obj,con_50df0ff82e373,stimulus that was an untested or no response object and that followed a valid cue
425,24804,Valid Other Greeble Cue,Valid Other Greeble Cue,con_50df10153b7bf,valid cue where following stimulus was an untested or no response greeble
426,24805,Valid Other Greeble,Valid Other Greeble,con_50df102bc3458,stimulus that was an untested or no response greeble and that followed a valid cue
427,24806,Invalid Other Greeble Cue,Invalid Other Greeble Cue,con_50df10401ea84,invalid cue where following stimulus was an untested or no response greeble
428,24807,Invalid Other Greeble,Invalid Other Greeble,con_50df10598b840,stimulus that was an untested or no response greeble and that followed a invalid cue
429,24808,Look Neutral Cue,Look Neutral Cue,con_50df74ef610eb,participant views a cue that signals to look at a neutral image
430,24809,Look Negative Cue,Look Negative Cue,con_50df751810f05,participant views a cue that signals to look at an aversive image
431,24810,Reappraise Negative Cue,Reappraise Negative Cue,con_50df756e1d33c,participant looks at a cue that signals to reappraise an aversive image
432,24811,look Neutral Stimulus,look Neutral Stimulus,con_50df7707af0bb,participant views a neutral image
433,24812,Look Negative Stimulus,Look Negative Stimulus,con_50df7733cfb90,participant views an aversive image
434,24813,Reappraise Negative Stimulus,Reappraise Negative Stimulus,con_50df77948b9ad,participant reappraises the emotional value of an aversive image so the emotional impact is less negative
435,24814,Look Neutral Rating,Look Neutral Rating,con_50df78c4dd566,participants rate their negative affect after a neutral stimulus
436,24815,Look Negative Rating,Look Negative Rating,con_50df792ceb48a,participants rate their negative affect after an aversive stimulus
437,24816,Reappraise Negative Rating,Reappraise Negative Rating,con_50df797fd16fc,participants rate their negative affect after they were asked to reappraise an aversive image
438,24817,Look Neutral Anticipation,Look Neutral Anticipation,con_50df7da4c458d,anticipation trial that involves viewing a neutral cue without a neutral stimulus following the cue
439,24818,Look Negative Anticipation,Look Negative Anticipation,con_50df7dc9acea8,anticipation trial that involves viewing a negative cue without a aversive stimulus following the cue
440,24819,Reappraise Negative Anticipation,Reappraise Negative Anticipation,con_50df7e2f7195c,anticipation trial that involves viewing a reappraisal cue without the aversive image appearing after the cue
441,24820,control,control,con_50eb0a8e319e8,No background noise is heard; only the voice the participant is asked to repeat is audible.
442,24821,word in noise,word in noise,con_50eb0acb0b7d8,"Noise, such as other voices conversing, is heard in the background, and the participant must discriminate the voice."
443,24822,age,age,con_50eb0eb594ef3,this task is often administered at multiple time points to determine improvement
444,24823,Single dimension,Single dimension,con_50eb12042553f,"participants must match pictures based on one dimension (color, shape, type, size)"
445,24824,Switch dimensions,Switch dimensions,con_50eb123d568c0,"participants must match pictures based on one dimension (color, shape, type, size), then switch to another. This may be repeated multiple times in one trial. "
446,24825,1-List,1-List,con_50eb176d80cd0,participants repeat items according to only one dimension
447,24826,2-List,2-List,con_50eb17830016a,participants repeat items according to two dimensions
448,24827,left hand,left hand,con_50eb4dabf217b,participant uses only the left hand to place and remove pegs
449,24828,right hand,right hand,con_50eb4dbe3ac59,participant uses only the right hand to place and remove pegs
450,24829,left hand,left hand,con_50eb52b61eb0c,participant uses only the left hand to squeeze dynamometer
451,24830,right hand,right hand,con_50eb52c6989fd,participant uses only the right hand to squeeze dynamometer
452,24831,eyes open on solid surface,eyes open on solid surface,con_50eb55490a80d,None
453,24832,eyes closed on a solid surface,eyes closed on a solid surface,con_50eb55559d7fc,None
454,24833,eyes open on a foam surface,eyes open on a foam surface,con_50eb55639098e,None
455,24834,eyes closed on a foam surface,eyes closed on a foam surface,con_50eb556ec4c57,None
456,24835,eyes open in tandem stance on a solid surface,eyes open in tandem stance on a solid surface,con_50eb558569fa5,None
457,24836,right ear,right ear,con_50f37535cf238,None
458,24837,left ear,left ear,con_50f3753fcc0b8,None
459,24838,still,still,con_50f3818945a77,participant does not move their head or body during the task
460,24839,suppression,suppression,con_50f582ae00bbe,the subject must produce irrelevant speech during maintenance
461,24840,control,control,con_50f582c38ea5f,the subject must maintain information without production)
462,24841,control,control,con_50f7373e452f1,the participant completes the task in what they would consider their normal state (naive to alterations by the experimenters)
463,24842,subjective state,subjective state,con_50f7379834a1c,"the participant completes the task after an alteration to their subjective state has been made by the researchers (drug administered, a specific emotion elicited, etc.)"
464,24843,fixed win,fixed win,con_50f73d738249e, subject is awarded 100 points for a correct decision regardless of the number of boxes opened
465,24844,decreasing win,decreasing win,con_50f73d891f5be,number of points that can be won for a correct decision starts at 250 and decreases by 10 points for every box touched
466,24845,false belief story,false belief story,con_50f8708de32a9,participants listen to a false belief story
467,24846,false belief question,false belief question,con_50f870b8eb8cc,participants answer a question about the false belief story
468,24847,false belief picture story,false belief picture story,con_50f8712146b18,participants look at a physical representation of a false belief story
469,24848,false belief picture question,false belief picture question,con_50f871f68ae7a,participants answer a question about a picture of a false belief story
470,24849,Immediate,Immediate,con_50f9997f676f2,Participant is shown list immediately after learning target words
471,24850,Delayed,Delayed,con_50f999958552e,Participant is shown list 20 minutes after learning target words
472,24851,forward,forward,con_5106ef0dbbd61,the subject is given a set of numbers and asked to repeat them in the order given.
473,24852,backward,backward,con_5106ef2710e26,the subject is given a set of numbers and asked to repeat them in the opposite of the order given.
474,24853,sequencing,sequencing,con_5106ef40748b3,the subject is given a set of numbers and asked to list them in ascending order from smallest to largest.
475,24854,line criterion rule,line criterion rule,con_512e7df3f05ad,size of criterion line used for classifying stimuli
476,24855,size of line,size of line,con_512e7ed7dffc2,size of line stimulus presented on each trial
477,24856,line trial,line trial,con_512e7f07caf9d,trials with responses
478,24857,criterion rule,criterion rule,con_512e803a93e35,size of dot matrix(number of dots in dot matrix) used for classifying stimuli
479,24858,number of dots,number of dots,con_512e80b39668f,number of dots in dot matrix presented on each trial
480,24859,response time,response time,con_512e80e2a1e29,response time to dot stimuli
481,24860,trial,trial,con_512e816e6aa77,trials with responses
482,24861,Rating - Parametric,Rating - Parametric,con_5176d7e488bb9,Parametric modulation by rating
483,24862,dot criterion rule,dot criterion rule,con_512e8f483ae6a,size of dot matrix(number of dots in dot matrix) used for classifying stimuli
484,24863,number of dots,number of dots,con_512e8f98ce8e7,number of dots in dot matrix presented on each trial
485,24864,Rating,Rating,con_5176d7bee856e,Rating of affect across all conditions
486,24865,dot trial,dot trial,con_512e8fccc0954,trials with responses
487,24866,correct trial,correct trial,con_512e904eb351d,correct responses on line and dot stimuli trials
488,24867,error trial,error trial,con_512e906c50035,error trials on line and dot stimuli trials
489,24868,nontarget,nontarget,con_51537e91130e4,playing Space Fortress
490,24869,target,target,con_51537e897f2e7,simultaneously playing Space Fortress and performing an oddball task
491,24870,accept,accept,con_514a09160dc6c,trials accepted
492,24871,reject,reject,con_514a092211043,trials rejected
493,24872,change,change,con_51549090cc831,the second array contains a different item than the original
494,24873,no change,no change,con_515490a7787af,the second array is identical to the original
495,24874,Target,Target,con_5154969d504f7,the dot pattern matches the pattern that the subject is told to respond to
496,24875,Non-target,Non-target,con_515496b2797ae,the dot pattern differs from the intended target pattern
497,24876,Mirror-Switch,Mirror-Switch,con_5176cff54add4,Mirror-reversed trials preceded by a plain text trial
498,24877,Mirror-Repeat,Mirror-Repeat,con_5176d0097cac2,Mirror-reversed trials preceded by a mirror-reversed trial
499,24878,Plain-Switch,Plain-Switch,con_5176d01c424d9,Plain-text trials preceded by a mirror-reversed trial
500,24879,Plain-Repeat,Plain-Repeat,con_5176d02ddd1b0,Plain-text trials preceded by a plain-text trial
501,24880,Easy trials,Easy trials,con_5176d87fe1c3b,Trials in which the difference in value between options is large
502,24881,Hard trials,Hard trials,con_5176d88d48168,Trials in which the difference in value between options is small
503,24882,Easy - parametric,Easy - parametric,con_5176d8b1e4bf2,Parametric modulation by distance from indifference
504,24883,Hard - parametric,Hard - parametric,con_5176d8bb1aa49,Parametric modulation by distance from indifference
505,24884,line trial response time,line trial response time,con_5181f0ebe7145,response time for line trials
506,24885,dot trial response time,dot trial response time,con_5181f1086cf68,response time for dot trials
507,24886,measure of difficulty,measure of difficulty,con_5181f12f2e43a,where a higher number means greater difficulty
508,24887,pumps_fixed,pumps_fixed,con_5181f47468c45,average activity across all pumps with fixed duration and without parametric modulation
